method,scenario,seed,station_id,cdd_obs,cdd_pred,cdd_abs_error,mean_dry_obs,mean_dry_pred,mean_dry_abs_error,p95_dry_obs,p95_dry_pred,p95_dry_abs_error,n_dry_spells_obs,n_dry_spells_pred
DirectTwoStageRF,10pct,456,17704,44.0,44.0,0.0,5.392307692307693,5.2481203007518795,0.14418739155581317,18.0,18.0,0.0,130,133
DirectTwoStageRF,10pct,456,17748,44.0,44.0,0.0,5.906779661016949,5.991304347826087,0.0845246868091376,18.299999999999983,18.599999999999994,0.30000000000001137,118,115
DirectTwoStageRF,10pct,456,17750,48.0,45.0,3.0,5.582677165354331,5.626984126984127,0.04430696162979686,18.0,18.0,0.0,127,126
DirectTwoStageRF,20pct,456,17155,45.0,45.0,0.0,5.758064516129032,5.933884297520661,0.17581978139162935,18.0,19.0,1.0,124,121
DirectTwoStageRF,20pct,456,17704,44.0,44.0,0.0,5.392307692307693,5.396946564885496,0.00463887257780371,18.0,18.0,0.0,130,131
DirectTwoStageRF,20pct,456,17748,44.0,45.0,1.0,5.906779661016949,5.915966386554622,0.00918672553767319,18.299999999999983,24.19999999999999,5.900000000000006,118,119
DirectTwoStageRF,20pct,456,17750,48.0,48.0,0.0,5.582677165354331,5.829268292682927,0.24659112732859612,18.0,24.89999999999999,6.8999999999999915,127,123
DirectTwoStageRF,block7d,456,17155,45.0,48.0,3.0,5.758064516129032,5.829268292682927,0.07120377655389465,18.0,18.0,0.0,124,123
DirectTwoStageRF,block7d,456,17704,44.0,44.0,0.0,5.392307692307693,5.5,0.10769230769230731,18.0,18.0,0.0,130,126
DirectTwoStageRF,block7d,456,17748,44.0,44.0,0.0,5.906779661016949,5.658536585365853,0.2482430756510956,18.299999999999983,17.799999999999983,0.5,118,123
DirectTwoStageRF,block7d,456,17750,48.0,64.0,16.0,5.582677165354331,6.110169491525424,0.5274923261710933,18.0,20.749999999999957,2.7499999999999574,127,118
DirectTwoStageRF,block30d,456,17155,45.0,45.0,0.0,5.758064516129032,6.0,0.24193548387096797,18.0,18.299999999999983,0.29999999999998295,124,118
DirectTwoStageRF,block30d,456,17704,44.0,44.0,0.0,5.392307692307693,5.729508196721311,0.3372005044136186,18.0,18.0,0.0,130,122
DirectTwoStageRF,block30d,456,17748,44.0,44.0,0.0,5.906779661016949,5.598360655737705,0.3084190052792444,18.299999999999983,19.899999999999977,1.5999999999999943,118,122
DirectTwoStageRF,block30d,456,17750,48.0,48.0,0.0,5.582677165354331,5.5390625,0.04361466535433056,18.0,19.299999999999983,1.299999999999983,127,128
DirectTwoStageRF,netblock30d,456,17155,45.0,50.0,5.0,5.758064516129032,7.12037037037037,1.3623058542413382,18.0,30.0,12.0,124,108
DirectTwoStageRF,netblock30d,456,17704,44.0,47.0,3.0,5.392307692307693,6.614035087719298,1.2217273954116052,18.0,32.44999999999996,14.44999999999996,130,114
DirectTwoStageRF,netblock30d,456,17748,44.0,55.0,11.0,5.906779661016949,7.25,1.343220338983051,18.299999999999983,37.099999999999966,18.799999999999983,118,104
DirectTwoStageRF,netblock30d,456,17750,48.0,94.0,46.0,5.582677165354331,6.591304347826087,1.0086271824717565,18.0,30.0,12.0,127,115
SingleStageRF,10pct,42,17155,45.0,35.0,10.0,5.758064516129032,4.899280575539568,0.858783940589464,18.0,18.0,0.0,124,139
SingleStageRF,10pct,42,17704,44.0,44.0,0.0,5.392307692307693,4.856115107913669,0.5361925843940236,18.0,16.0,2.0,130,139
SingleStageRF,10pct,42,17748,44.0,44.0,0.0,5.906779661016949,5.390243902439025,0.5165357585779242,18.299999999999983,16.89999999999999,1.3999999999999915,118,123
SingleStageRF,10pct,42,17750,48.0,43.0,5.0,5.582677165354331,5.104477611940299,0.478199553414032,18.0,17.0,1.0,127,134
SingleStageRF,20pct,42,17155,45.0,36.0,9.0,5.758064516129032,4.428571428571429,1.3294930875576032,18.0,13.0,5.0,124,147
SingleStageRF,20pct,42,17704,44.0,34.0,10.0,5.392307692307693,4.266666666666667,1.125641025641026,18.0,11.549999999999983,6.450000000000017,130,150
SingleStageRF,20pct,42,17748,44.0,44.0,0.0,5.906779661016949,4.461538461538462,1.4452411994784873,18.299999999999983,14.800000000000011,3.4999999999999716,118,143
SingleStageRF,20pct,42,17750,48.0,48.0,0.0,5.582677165354331,4.570422535211268,1.0122546301430626,18.0,17.899999999999977,0.10000000000002274,127,142
SingleStageRF,block7d,42,17155,45.0,26.0,19.0,5.758064516129032,4.924812030075188,0.8332524860538442,18.0,18.0,0.0,124,133
SingleStageRF,block7d,42,17704,44.0,35.0,9.0,5.392307692307693,4.733333333333333,0.6589743589743593,18.0,16.299999999999997,1.7000000000000028,130,135
SingleStageRF,block7d,42,17748,44.0,36.0,8.0,5.906779661016949,4.651515151515151,1.2552645095017976,18.299999999999983,15.449999999999989,2.8499999999999943,118,132
SingleStageRF,block7d,42,17750,48.0,44.0,4.0,5.582677165354331,4.909774436090226,0.6729027292641048,18.0,15.399999999999991,2.6000000000000085,127,133
SingleStageRF,block30d,42,17155,45.0,45.0,0.0,5.758064516129032,5.087301587301587,0.670762928827445,18.0,18.0,0.0,124,126
SingleStageRF,block30d,42,17704,44.0,44.0,0.0,5.392307692307693,5.3277310924369745,0.06457659987071818,18.0,18.0,0.0,130,119
SingleStageRF,block30d,42,17748,44.0,40.0,4.0,5.906779661016949,5.024193548387097,0.882586112629852,18.299999999999983,17.69999999999999,0.5999999999999943,118,124
SingleStageRF,block30d,42,17750,48.0,48.0,0.0,5.582677165354331,5.0,0.5826771653543306,18.0,18.0,0.0,127,128
SingleStageRF,netblock30d,42,17155,45.0,30.0,15.0,5.758064516129032,5.036036036036036,0.7220284800929964,18.0,17.5,0.5,124,111
SingleStageRF,netblock30d,42,17704,44.0,37.0,7.0,5.392307692307693,4.64957264957265,0.7427350427350428,18.0,16.0,2.0,130,117
SingleStageRF,netblock30d,42,17748,44.0,40.0,4.0,5.906779661016949,5.132075471698113,0.774704189318836,18.299999999999983,15.0,3.299999999999983,118,106
SingleStageRF,netblock30d,42,17750,48.0,38.0,10.0,5.582677165354331,4.724137931034483,0.8585392343198475,18.0,16.25,1.75,127,116
SingleStageRF,10pct,123,17155,45.0,35.0,10.0,5.758064516129032,4.877697841726619,0.8803666744024135,18.0,18.0,0.0,124,139
SingleStageRF,10pct,123,17704,44.0,44.0,0.0,5.392307692307693,4.828571428571428,0.5637362637362644,18.0,16.049999999999983,1.950000000000017,130,140
SingleStageRF,10pct,123,17748,44.0,44.0,0.0,5.906779661016949,5.346774193548387,0.560005467468562,18.299999999999983,16.849999999999994,1.4499999999999886,118,124
SingleStageRF,10pct,123,17750,48.0,43.0,5.0,5.582677165354331,4.927536231884058,0.6551409334702729,18.0,16.150000000000006,1.8499999999999943,127,138
SingleStageRF,20pct,123,17155,45.0,31.0,14.0,5.758064516129032,4.342281879194631,1.4157826369344013,18.0,13.0,5.0,124,149
SingleStageRF,20pct,123,17704,44.0,34.0,10.0,5.392307692307693,4.2885906040268456,1.1037170882808471,18.0,12.0,6.0,130,149
SingleStageRF,20pct,123,17748,44.0,44.0,0.0,5.906779661016949,4.3493150684931505,1.5574645925237984,18.299999999999983,13.0,5.299999999999983,118,146
SingleStageRF,20pct,123,17750,48.0,48.0,0.0,5.582677165354331,4.493055555555555,1.0896216097987752,18.0,15.699999999999989,2.3000000000000114,127,144
SingleStageRF,block7d,123,17155,45.0,26.0,19.0,5.758064516129032,5.0,0.758064516129032,18.0,18.0,0.0,124,131
SingleStageRF,block7d,123,17704,44.0,39.0,5.0,5.392307692307693,4.768656716417911,0.6236509758897819,18.0,16.349999999999994,1.6500000000000057,130,134
SingleStageRF,block7d,123,17748,44.0,37.0,7.0,5.906779661016949,4.651515151515151,1.2552645095017976,18.299999999999983,15.449999999999989,2.8499999999999943,118,132
SingleStageRF,block7d,123,17750,48.0,44.0,4.0,5.582677165354331,5.0,0.5826771653543306,18.0,15.5,2.5,127,131
SingleStageRF,block30d,123,17155,45.0,45.0,0.0,5.758064516129032,5.229508196721311,0.5285563194077207,18.0,18.0,0.0,124,122
SingleStageRF,block30d,123,17704,44.0,44.0,0.0,5.392307692307693,5.338983050847458,0.05332464146023508,18.0,18.0,0.0,130,118
SingleStageRF,block30d,123,17748,44.0,40.0,4.0,5.906779661016949,5.158333333333333,0.7484463276836157,18.299999999999983,18.099999999999994,0.19999999999998863,118,120
SingleStageRF,block30d,123,17750,48.0,48.0,0.0,5.582677165354331,4.9609375,0.6217396653543306,18.0,18.0,0.0,127,128
SingleStageRF,netblock30d,123,17155,45.0,30.0,15.0,5.758064516129032,5.036036036036036,0.7220284800929964,18.0,17.5,0.5,124,111
SingleStageRF,netblock30d,123,17704,44.0,37.0,7.0,5.392307692307693,4.64957264957265,0.7427350427350428,18.0,16.0,2.0,130,117
SingleStageRF,netblock30d,123,17748,44.0,40.0,4.0,5.906779661016949,5.132075471698113,0.774704189318836,18.299999999999983,15.0,3.299999999999983,118,106
SingleStageRF,netblock30d,123,17750,48.0,38.0,10.0,5.582677165354331,4.724137931034483,0.8585392343198475,18.0,16.25,1.75,127,116
SingleStageRF,10pct,456,17155,45.0,35.0,10.0,5.758064516129032,4.884892086330935,0.873172429798097,18.0,18.0,0.0,124,139
SingleStageRF,10pct,456,17704,44.0,44.0,0.0,5.392307692307693,4.787234042553192,0.6050736497545008,18.0,16.0,2.0,130,141
SingleStageRF,10pct,456,17748,44.0,44.0,0.0,5.906779661016949,5.354838709677419,0.5519409513395299,18.299999999999983,16.0,2.299999999999983,118,124
SingleStageRF,10pct,456,17750,48.0,43.0,5.0,5.582677165354331,4.985401459854015,0.5972757055003157,18.0,16.19999999999999,1.8000000000000114,127,137
SingleStageRF,20pct,456,17155,45.0,36.0,9.0,5.758064516129032,4.510344827586207,1.2477196885428254,18.0,13.0,5.0,124,145
SingleStageRF,20pct,456,17704,44.0,34.0,10.0,5.392307692307693,4.218543046357616,1.1737646459500768,18.0,12.0,6.0,130,151
SingleStageRF,20pct,456,17748,44.0,44.0,0.0,5.906779661016949,4.468531468531468,1.4382481924854806,18.299999999999983,14.800000000000011,3.4999999999999716,118,143
SingleStageRF,20pct,456,17750,48.0,48.0,0.0,5.582677165354331,4.602836879432624,0.9798402859217061,18.0,16.0,2.0,127,141
SingleStageRF,block7d,456,17155,45.0,31.0,14.0,5.758064516129032,4.880597014925373,0.8774675012036592,18.0,18.0,0.0,124,134
SingleStageRF,block7d,456,17704,44.0,35.0,9.0,5.392307692307693,4.698529411764706,0.6937782805429871,18.0,16.25,1.75,130,136
SingleStageRF,block7d,456,17748,44.0,37.0,7.0,5.906779661016949,4.681818181818182,1.2249614791987673,18.299999999999983,15.449999999999989,2.8499999999999943,118,132
SingleStageRF,block7d,456,17750,48.0,44.0,4.0,5.582677165354331,4.984848484848484,0.5978286805058461,18.0,15.449999999999989,2.5500000000000114,127,132
SingleStageRF,block30d,456,17155,45.0,45.0,0.0,5.758064516129032,5.055555555555555,0.7025089605734767,18.0,18.0,0.0,124,126
SingleStageRF,block30d,456,17704,44.0,44.0,0.0,5.392307692307693,5.413793103448276,0.02148541114058311,18.0,18.0,0.0,130,116
SingleStageRF,block30d,456,17748,44.0,40.0,4.0,5.906779661016949,5.131147540983607,0.7756321200333423,18.299999999999983,17.899999999999977,0.4000000000000057,118,122
SingleStageRF,block30d,456,17750,48.0,48.0,0.0,5.582677165354331,4.9147286821705425,0.6679484831837881,18.0,18.0,0.0,127,129
SingleStageRF,netblock30d,456,17155,45.0,30.0,15.0,5.758064516129032,5.036036036036036,0.7220284800929964,18.0,17.5,0.5,124,111
SingleStageRF,netblock30d,456,17704,44.0,37.0,7.0,5.392307692307693,4.64957264957265,0.7427350427350428,18.0,16.0,2.0,130,117
SingleStageRF,netblock30d,456,17748,44.0,40.0,4.0,5.906779661016949,5.132075471698113,0.774704189318836,18.299999999999983,15.0,3.299999999999983,118,106
SingleStageRF,netblock30d,456,17750,48.0,38.0,10.0,5.582677165354331,4.724137931034483,0.8585392343198475,18.0,16.25,1.75,127,116
MissingnessIndicatorRF,10pct,42,17155,45.0,45.0,0.0,5.758064516129032,5.688,0.0700645161290323,18.0,18.0,0.0,124,125
MissingnessIndicatorRF,10pct,42,17704,44.0,44.0,0.0,5.392307692307693,5.2556390977443606,0.13666859456333214,18.0,18.0,0.0,130,133
MissingnessIndicatorRF,10pct,42,17748,44.0,44.0,0.0,5.906779661016949,6.132743362831858,0.22596370181490943,18.299999999999983,21.599999999999966,3.299999999999983,118,113
MissingnessIndicatorRF,10pct,42,17750,48.0,45.0,3.0,5.582677165354331,5.68,0.09732283464566915,18.0,18.0,0.0,127,125
MissingnessIndicatorRF,20pct,42,17155,45.0,45.0,0.0,5.758064516129032,6.0,0.24193548387096797,18.0,20.34999999999998,2.34999999999998,124,120
MissingnessIndicatorRF,20pct,42,17704,44.0,44.0,0.0,5.392307692307693,5.503875968992248,0.11156827668455538,18.0,18.19999999999999,0.19999999999998863,130,129
MissingnessIndicatorRF,20pct,42,17748,44.0,45.0,1.0,5.906779661016949,5.991525423728813,0.08474576271186418,18.299999999999983,25.14999999999999,6.8500000000000085,118,118
MissingnessIndicatorRF,20pct,42,17750,48.0,48.0,0.0,5.582677165354331,5.804878048780488,0.22220088342615707,18.0,24.89999999999999,6.8999999999999915,127,123
MissingnessIndicatorRF,block7d,42,17155,45.0,48.0,3.0,5.758064516129032,5.933884297520661,0.17581978139162935,18.0,18.0,0.0,124,121
MissingnessIndicatorRF,block7d,42,17704,44.0,44.0,0.0,5.392307692307693,5.507936507936508,0.11562881562881522,18.0,18.0,0.0,130,126
MissingnessIndicatorRF,block7d,42,17748,44.0,44.0,0.0,5.906779661016949,5.713114754098361,0.1936649069185883,18.299999999999983,17.899999999999977,0.4000000000000057,118,122
MissingnessIndicatorRF,block7d,42,17750,48.0,64.0,16.0,5.582677165354331,6.127118644067797,0.5444414787134662,18.0,20.749999999999957,2.7499999999999574,127,118
MissingnessIndicatorRF,block30d,42,17155,45.0,45.0,0.0,5.758064516129032,5.966386554621849,0.20832203849281683,18.0,18.19999999999999,0.19999999999998863,124,119
MissingnessIndicatorRF,block30d,42,17704,44.0,44.0,0.0,5.392307692307693,5.793388429752066,0.40108073744437345,18.0,18.0,0.0,130,121
MissingnessIndicatorRF,block30d,42,17748,44.0,44.0,0.0,5.906779661016949,5.560975609756097,0.3458040512608518,18.299999999999983,19.799999999999983,1.5,118,123
MissingnessIndicatorRF,block30d,42,17750,48.0,54.0,6.0,5.582677165354331,5.582677165354331,0.0,18.0,19.399999999999977,1.3999999999999773,127,127
MissingnessIndicatorRF,netblock30d,42,17155,45.0,50.0,5.0,5.758064516129032,7.12037037037037,1.3623058542413382,18.0,30.0,12.0,124,108
MissingnessIndicatorRF,netblock30d,42,17704,44.0,47.0,3.0,5.392307692307693,6.614035087719298,1.2217273954116052,18.0,32.44999999999996,14.44999999999996,130,114
MissingnessIndicatorRF,netblock30d,42,17748,44.0,55.0,11.0,5.906779661016949,7.25,1.343220338983051,18.299999999999983,37.099999999999966,18.799999999999983,118,104
MissingnessIndicatorRF,netblock30d,42,17750,48.0,94.0,46.0,5.582677165354331,6.591304347826087,1.0086271824717565,18.0,30.0,12.0,127,115
MissingnessIndicatorRF,10pct,123,17155,45.0,45.0,0.0,5.758064516129032,5.701612903225806,0.05645161290322598,18.0,18.0,0.0,124,124
MissingnessIndicatorRF,10pct,123,17704,44.0,44.0,0.0,5.392307692307693,5.2330827067669174,0.15922498554077524,18.0,18.0,0.0,130,133
MissingnessIndicatorRF,10pct,123,17748,44.0,44.0,0.0,5.906779661016949,5.991304347826087,0.0845246868091376,18.299999999999983,18.599999999999994,0.30000000000001137,118,115
MissingnessIndicatorRF,10pct,123,17750,48.0,45.0,3.0,5.582677165354331,5.672,0.08932283464566915,18.0,18.0,0.0,127,125
MissingnessIndicatorRF,20pct,123,17155,45.0,45.0,0.0,5.758064516129032,5.852459016393443,0.09439450026441065,18.0,19.0,1.0,124,122
MissingnessIndicatorRF,20pct,123,17704,44.0,44.0,0.0,5.392307692307693,5.423076923076923,0.03076923076923066,18.0,18.099999999999994,0.09999999999999432,130,130
MissingnessIndicatorRF,20pct,123,17748,44.0,45.0,1.0,5.906779661016949,5.768595041322314,0.13818461969463502,18.299999999999983,24.0,5.700000000000017,118,121
MissingnessIndicatorRF,20pct,123,17750,48.0,48.0,0.0,5.582677165354331,5.672,0.08932283464566915,18.0,24.799999999999997,6.799999999999997,127,125
MissingnessIndicatorRF,block7d,123,17155,45.0,48.0,3.0,5.758064516129032,5.827868852459017,0.06980433632998473,18.0,18.0,0.0,124,122
MissingnessIndicatorRF,block7d,123,17704,44.0,44.0,0.0,5.392307692307693,5.492063492063492,0.0997557997557994,18.0,18.0,0.0,130,126
MissingnessIndicatorRF,block7d,123,17748,44.0,44.0,0.0,5.906779661016949,5.564516129032258,0.34226353198469095,18.299999999999983,17.69999999999999,0.5999999999999943,118,124
MissingnessIndicatorRF,block7d,123,17750,48.0,64.0,16.0,5.582677165354331,5.991666666666666,0.4089895013123357,18.0,20.249999999999986,2.249999999999986,127,120
MissingnessIndicatorRF,block30d,123,17155,45.0,45.0,0.0,5.758064516129032,5.875,0.11693548387096797,18.0,18.099999999999994,0.09999999999999432,124,120
MissingnessIndicatorRF,block30d,123,17704,44.0,44.0,0.0,5.392307692307693,5.688524590163935,0.29621689785624206,18.0,18.0,0.0,130,122
MissingnessIndicatorRF,block30d,123,17748,44.0,44.0,0.0,5.906779661016949,5.536585365853658,0.37019429516329083,18.299999999999983,17.799999999999983,0.5,118,123
MissingnessIndicatorRF,block30d,123,17750,48.0,54.0,6.0,5.582677165354331,5.574803149606299,0.007874015748031482,18.0,19.399999999999977,1.3999999999999773,127,127
MissingnessIndicatorRF,netblock30d,123,17155,45.0,50.0,5.0,5.758064516129032,7.12037037037037,1.3623058542413382,18.0,30.0,12.0,124,108
MissingnessIndicatorRF,netblock30d,123,17704,44.0,47.0,3.0,5.392307692307693,6.614035087719298,1.2217273954116052,18.0,32.44999999999996,14.44999999999996,130,114
MissingnessIndicatorRF,netblock30d,123,17748,44.0,55.0,11.0,5.906779661016949,7.25,1.343220338983051,18.299999999999983,37.099999999999966,18.799999999999983,118,104
MissingnessIndicatorRF,netblock30d,123,17750,48.0,94.0,46.0,5.582677165354331,6.591304347826087,1.0086271824717565,18.0,30.0,12.0,127,115
MissingnessIndicatorRF,10pct,456,17155,45.0,45.0,0.0,5.758064516129032,5.693548387096774,0.06451612903225801,18.0,18.0,0.0,124,124
MissingnessIndicatorRF,10pct,456,17704,44.0,44.0,0.0,5.392307692307693,5.2330827067669174,0.15922498554077524,18.0,18.0,0.0,130,133
MissingnessIndicatorRF,10pct,456,17748,44.0,44.0,0.0,5.906779661016949,5.982608695652174,0.07582903463522506,18.299999999999983,18.599999999999994,0.30000000000001137,118,115
MissingnessIndicatorRF,10pct,456,17750,48.0,45.0,3.0,5.582677165354331,5.551181102362205,0.03149606299212593,18.0,18.0,0.0,127,127
MissingnessIndicatorRF,20pct,456,17155,45.0,45.0,0.0,5.758064516129032,5.780487804878049,0.022423288749016557,18.0,19.89999999999999,1.8999999999999915,124,123
MissingnessIndicatorRF,20pct,456,17704,44.0,44.0,0.0,5.392307692307693,5.318181818181818,0.07412587412587435,18.0,17.899999999999977,0.10000000000002274,130,132
MissingnessIndicatorRF,20pct,456,17748,44.0,45.0,1.0,5.906779661016949,5.743801652892562,0.16297800812438723,18.299999999999983,24.0,5.700000000000017,118,121
MissingnessIndicatorRF,20pct,456,17750,48.0,48.0,0.0,5.582677165354331,5.709677419354839,0.1270002540005084,18.0,24.849999999999994,6.849999999999994,127,124
MissingnessIndicatorRF,block7d,456,17155,45.0,48.0,3.0,5.758064516129032,5.836065573770492,0.07800105764146004,18.0,18.0,0.0,124,122
MissingnessIndicatorRF,block7d,456,17704,44.0,44.0,0.0,5.392307692307693,5.468253968253968,0.07594627594627568,18.0,18.0,0.0,130,126
MissingnessIndicatorRF,block7d,456,17748,44.0,44.0,0.0,5.906779661016949,5.488,0.4187796610169485,18.299999999999983,17.599999999999994,0.6999999999999886,118,125
MissingnessIndicatorRF,block7d,456,17750,48.0,64.0,16.0,5.582677165354331,6.042016806722689,0.45933964136835836,18.0,20.49999999999997,2.4999999999999716,127,119
MissingnessIndicatorRF,block30d,456,17155,45.0,45.0,0.0,5.758064516129032,5.858333333333333,0.10026881720430136,18.0,18.099999999999994,0.09999999999999432,124,120
MissingnessIndicatorRF,block30d,456,17704,44.0,44.0,0.0,5.392307692307693,5.655737704918033,0.26343001261033994,18.0,18.0,0.0,130,122
MissingnessIndicatorRF,block30d,456,17748,44.0,44.0,0.0,5.906779661016949,5.540983606557377,0.36579605445957153,18.299999999999983,17.899999999999977,0.4000000000000057,118,122
MissingnessIndicatorRF,block30d,456,17750,48.0,54.0,6.0,5.582677165354331,5.5390625,0.04361466535433056,18.0,19.299999999999983,1.299999999999983,127,128
MissingnessIndicatorRF,netblock30d,456,17155,45.0,50.0,5.0,5.758064516129032,7.12037037037037,1.3623058542413382,18.0,30.0,12.0,124,108
MissingnessIndicatorRF,netblock30d,456,17704,44.0,47.0,3.0,5.392307692307693,6.614035087719298,1.2217273954116052,18.0,32.44999999999996,14.44999999999996,130,114
MissingnessIndicatorRF,netblock30d,456,17748,44.0,55.0,11.0,5.906779661016949,7.25,1.343220338983051,18.299999999999983,37.099999999999966,18.799999999999983,118,104
MissingnessIndicatorRF,netblock30d,456,17750,48.0,94.0,46.0,5.582677165354331,6.591304347826087,1.0086271824717565,18.0,30.0,12.0,127,115
SAITS,10pct,42,17155,45.0,45.0,0.0,5.758064516129032,5.5234375,0.23462701612903203,18.0,18.0,0.0,124,128
SAITS,10pct,42,17704,44.0,44.0,0.0,5.392307692307693,5.546875,0.1545673076923073,18.0,18.0,0.0,130,128
SAITS,10pct,42,17748,44.0,44.0,0.0,5.906779661016949,5.803418803418803,0.10336085759814573,18.299999999999983,20.799999999999955,2.4999999999999716,118,117
SAITS,10pct,42,17750,48.0,45.0,3.0,5.582677165354331,5.741935483870968,0.1592583185166374,18.0,18.0,0.0,127,124
SAITS,20pct,42,17155,45.0,64.0,19.0,5.758064516129032,5.868852459016393,0.11078794288736127,18.0,18.94999999999999,0.9499999999999886,124,122
SAITS,20pct,42,17704,44.0,44.0,0.0,5.392307692307693,5.722222222222222,0.32991452991452963,18.0,19.75,1.75,130,126
SAITS,20pct,42,17748,44.0,45.0,1.0,5.906779661016949,5.758333333333334,0.1484463276836152,18.299999999999983,21.19999999999999,2.9000000000000057,118,120
SAITS,20pct,42,17750,48.0,48.0,0.0,5.582677165354331,5.768,0.18532283464566923,18.0,24.599999999999994,6.599999999999994,127,125
SAITS,block7d,42,17155,45.0,45.0,0.0,5.758064516129032,5.909836065573771,0.1517715494447387,18.0,18.0,0.0,124,122
SAITS,block7d,42,17704,44.0,56.0,12.0,5.392307692307693,5.991666666666666,0.5993589743589736,18.0,18.099999999999994,0.09999999999999432,130,120
SAITS,block7d,42,17748,44.0,39.0,5.0,5.906779661016949,5.584745762711864,0.3220338983050848,18.299999999999983,17.14999999999999,1.1499999999999915,118,118
SAITS,block7d,42,17750,48.0,77.0,29.0,5.582677165354331,6.718181818181818,1.1355046528274872,18.0,25.0,7.0,127,110
SAITS,block30d,42,17155,45.0,45.0,0.0,5.758064516129032,6.545454545454546,0.7873900293255138,18.0,22.099999999999994,4.099999999999994,124,110
SAITS,block30d,42,17704,44.0,44.0,0.0,5.392307692307693,6.491071428571429,1.0987637362637361,18.0,21.899999999999977,3.8999999999999773,130,112
SAITS,block30d,42,17748,44.0,47.0,3.0,5.906779661016949,5.931034482758621,0.02425482174167204,18.299999999999983,18.5,0.20000000000001705,118,116
SAITS,block30d,42,17750,48.0,48.0,0.0,5.582677165354331,6.166666666666667,0.5839895013123364,18.0,25.049999999999997,7.049999999999997,127,120
SAITS,netblock30d,42,17155,45.0,37.0,8.0,5.758064516129032,6.177966101694915,0.4199015855658832,18.0,21.449999999999974,3.4499999999999744,124,118
SAITS,netblock30d,42,17704,44.0,37.0,7.0,5.392307692307693,5.7272727272727275,0.3349650349650348,18.0,20.0,2.0,130,121
SAITS,netblock30d,42,17748,44.0,40.0,4.0,5.906779661016949,6.099099099099099,0.19231943808215046,18.299999999999983,20.0,1.700000000000017,118,111
SAITS,netblock30d,42,17750,48.0,38.0,10.0,5.582677165354331,5.549180327868853,0.033496837485477826,18.0,20.0,2.0,127,122
SAITS,10pct,123,17155,45.0,45.0,0.0,5.758064516129032,5.33587786259542,0.42218665353361207,18.0,18.0,0.0,124,131
SAITS,10pct,123,17704,44.0,44.0,0.0,5.392307692307693,5.37984496124031,0.012462731067382826,18.0,17.599999999999994,0.4000000000000057,130,129
SAITS,10pct,123,17748,44.0,44.0,0.0,5.906779661016949,5.553719008264463,0.353060652752486,18.299999999999983,17.0,1.299999999999983,118,121
SAITS,10pct,123,17750,48.0,45.0,3.0,5.582677165354331,5.723577235772358,0.1409000704180272,18.0,18.0,0.0,127,123
SAITS,20pct,123,17155,45.0,64.0,19.0,5.758064516129032,5.5476190476190474,0.21044546850998458,18.0,18.75,0.75,124,126
SAITS,20pct,123,17704,44.0,44.0,0.0,5.392307692307693,5.5234375,0.1311298076923073,18.0,18.299999999999983,0.29999999999998295,130,128
SAITS,20pct,123,17748,44.0,45.0,1.0,5.906779661016949,5.73109243697479,0.17568722404215897,18.299999999999983,21.399999999999977,3.0999999999999943,118,119
SAITS,20pct,123,17750,48.0,48.0,0.0,5.582677165354331,5.747967479674797,0.16529031432046626,18.0,24.799999999999983,6.799999999999983,127,123
SAITS,block7d,123,17155,45.0,31.0,14.0,5.758064516129032,5.536,0.22206451612903244,18.0,18.0,0.0,124,125
SAITS,block7d,123,17704,44.0,56.0,12.0,5.392307692307693,5.743801652892562,0.35149396058486904,18.0,18.0,0.0,130,121
SAITS,block7d,123,17748,44.0,39.0,5.0,5.906779661016949,5.572649572649572,0.33413008836737657,18.299999999999983,18.0,0.29999999999998295,118,117
SAITS,block7d,123,17750,48.0,77.0,29.0,5.582677165354331,6.267241379310345,0.6845642139560146,18.0,25.0,7.0,127,116
SAITS,block30d,123,17155,45.0,45.0,0.0,5.758064516129032,6.219298245614035,0.4612337294850031,18.0,21.69999999999999,3.6999999999999886,124,114
SAITS,block30d,123,17704,44.0,44.0,0.0,5.392307692307693,5.9491525423728815,0.5568448500651888,18.0,18.749999999999957,0.7499999999999574,130,118
SAITS,block30d,123,17748,44.0,40.0,4.0,5.906779661016949,5.418032786885246,0.4887468741317029,18.299999999999983,17.899999999999977,0.4000000000000057,118,122
SAITS,block30d,123,17750,48.0,54.0,6.0,5.582677165354331,5.725806451612903,0.14312928625857246,18.0,19.69999999999999,1.6999999999999886,127,124
SAITS,netblock30d,123,17155,45.0,30.0,15.0,5.758064516129032,5.319327731092437,0.4387367850365953,18.0,18.0,0.0,124,119
SAITS,netblock30d,123,17704,44.0,37.0,7.0,5.392307692307693,5.04,0.35230769230769265,18.0,16.0,2.0,130,125
SAITS,netblock30d,123,17748,44.0,40.0,4.0,5.906779661016949,5.310344827586207,0.5964348334307417,18.299999999999983,15.25,3.049999999999983,118,116
SAITS,netblock30d,123,17750,48.0,38.0,10.0,5.582677165354331,5.17741935483871,0.4052578105156206,18.0,19.69999999999999,1.6999999999999886,127,124
SAITS,10pct,456,17155,45.0,45.0,0.0,5.758064516129032,5.5234375,0.23462701612903203,18.0,18.0,0.0,124,128
SAITS,10pct,456,17704,44.0,44.0,0.0,5.392307692307693,5.404580152671755,0.01227246036406271,18.0,18.0,0.0,130,131
SAITS,10pct,456,17748,44.0,44.0,0.0,5.906779661016949,5.705882352941177,0.20089730807577233,18.299999999999983,17.299999999999983,1.0,118,119
