audit_category,check_name,method,scenario,seed,status,observed,expected,tolerance,source_file,message
traceability,metrics_row_traceability,MissingnessIndicatorRF,10pct,42,PASS,,,,results/canonical/predictions/MissingnessIndicatorRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,MissingnessIndicatorRF,10pct,42,PASS,416,416,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,MissingnessIndicatorRF,10pct,42,PASS,0.0,0.0,1e-09,results/canonical/predictions/MissingnessIndicatorRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,MissingnessIndicatorRF,10pct,456,PASS,,,,results/canonical/predictions/MissingnessIndicatorRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,MissingnessIndicatorRF,10pct,456,PASS,416,416,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,MissingnessIndicatorRF,10pct,456,PASS,0.0,0.0,1e-09,results/canonical/predictions/MissingnessIndicatorRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,MissingnessIndicatorRF,20pct,123,PASS,,,,results/canonical/predictions/MissingnessIndicatorRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,MissingnessIndicatorRF,20pct,123,PASS,833,833,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,MissingnessIndicatorRF,20pct,123,PASS,0.0,0.0,1e-09,results/canonical/predictions/MissingnessIndicatorRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,MissingnessIndicatorRF,20pct,42,PASS,,,,results/canonical/predictions/MissingnessIndicatorRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,MissingnessIndicatorRF,20pct,42,PASS,833,833,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,MissingnessIndicatorRF,20pct,42,PASS,0.0,0.0,1e-09,results/canonical/predictions/MissingnessIndicatorRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,MissingnessIndicatorRF,20pct,456,PASS,,,,results/canonical/predictions/MissingnessIndicatorRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,MissingnessIndicatorRF,20pct,456,PASS,833,833,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,MissingnessIndicatorRF,20pct,456,PASS,0.0,0.0,1e-09,results/canonical/predictions/MissingnessIndicatorRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,MissingnessIndicatorRF,block30d,123,PASS,,,,results/canonical/predictions/MissingnessIndicatorRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,MissingnessIndicatorRF,block30d,123,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,MissingnessIndicatorRF,block30d,123,PASS,0.0,0.0,1e-09,results/canonical/predictions/MissingnessIndicatorRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,MissingnessIndicatorRF,block30d,42,PASS,,,,results/canonical/predictions/MissingnessIndicatorRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,MissingnessIndicatorRF,block30d,42,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,MissingnessIndicatorRF,block30d,42,PASS,0.0,0.0,1e-09,results/canonical/predictions/MissingnessIndicatorRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,MissingnessIndicatorRF,block30d,456,PASS,,,,results/canonical/predictions/MissingnessIndicatorRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,MissingnessIndicatorRF,block30d,456,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,MissingnessIndicatorRF,block30d,456,PASS,0.0,0.0,1e-09,results/canonical/predictions/MissingnessIndicatorRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,MissingnessIndicatorRF,block7d,123,PASS,,,,results/canonical/predictions/MissingnessIndicatorRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,MissingnessIndicatorRF,block7d,123,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,MissingnessIndicatorRF,block7d,123,PASS,0.0,0.0,1e-09,results/canonical/predictions/MissingnessIndicatorRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,MissingnessIndicatorRF,block7d,42,PASS,,,,results/canonical/predictions/MissingnessIndicatorRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,MissingnessIndicatorRF,block7d,42,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,MissingnessIndicatorRF,block7d,42,PASS,0.0,0.0,1e-09,results/canonical/predictions/MissingnessIndicatorRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,MissingnessIndicatorRF,block7d,456,PASS,,,,results/canonical/predictions/MissingnessIndicatorRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,MissingnessIndicatorRF,block7d,456,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,MissingnessIndicatorRF,block7d,456,PASS,0.0,0.0,1e-09,results/canonical/predictions/MissingnessIndicatorRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,MissingnessIndicatorRF,netblock30d,123,PASS,,,,results/canonical/predictions/MissingnessIndicatorRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,MissingnessIndicatorRF,netblock30d,123,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,MissingnessIndicatorRF,netblock30d,123,PASS,0.0,0.0,1e-09,results/canonical/predictions/MissingnessIndicatorRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,MissingnessIndicatorRF,netblock30d,42,PASS,,,,results/canonical/predictions/MissingnessIndicatorRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,MissingnessIndicatorRF,netblock30d,42,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,MissingnessIndicatorRF,netblock30d,42,PASS,0.0,0.0,1e-09,results/canonical/predictions/MissingnessIndicatorRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,MissingnessIndicatorRF,netblock30d,456,PASS,,,,results/canonical/predictions/MissingnessIndicatorRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,MissingnessIndicatorRF,netblock30d,456,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,MissingnessIndicatorRF,netblock30d,456,PASS,0.0,0.0,1e-09,results/canonical/predictions/MissingnessIndicatorRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,SAITS,10pct,123,PASS,,,,results/canonical/predictions/SAITS.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,SAITS,10pct,123,PASS,416,416,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,SAITS,10pct,123,PASS,0.0,0.0,1e-09,results/canonical/predictions/SAITS.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,SAITS,10pct,42,PASS,,,,results/canonical/predictions/SAITS.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,SAITS,10pct,42,PASS,416,416,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,SAITS,10pct,42,PASS,0.0,0.0,1e-09,results/canonical/predictions/SAITS.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,SAITS,10pct,456,PASS,,,,results/canonical/predictions/SAITS.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,SAITS,10pct,456,PASS,416,416,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,SAITS,10pct,456,PASS,0.0,0.0,1e-09,results/canonical/predictions/SAITS.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,SAITS,20pct,123,PASS,,,,results/canonical/predictions/SAITS.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,SAITS,20pct,123,PASS,833,833,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,SAITS,20pct,123,PASS,0.0,0.0,1e-09,results/canonical/predictions/SAITS.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,SAITS,20pct,42,PASS,,,,results/canonical/predictions/SAITS.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,SAITS,20pct,42,PASS,833,833,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,SAITS,20pct,42,PASS,0.0,0.0,1e-09,results/canonical/predictions/SAITS.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,SAITS,20pct,456,PASS,,,,results/canonical/predictions/SAITS.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,SAITS,20pct,456,PASS,833,833,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,SAITS,20pct,456,PASS,0.0,0.0,1e-09,results/canonical/predictions/SAITS.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,SAITS,block30d,123,PASS,,,,results/canonical/predictions/SAITS.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,SAITS,block30d,123,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,SAITS,block30d,123,PASS,0.0,0.0,1e-09,results/canonical/predictions/SAITS.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,SAITS,block30d,42,PASS,,,,results/canonical/predictions/SAITS.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,SAITS,block30d,42,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,SAITS,block30d,42,PASS,0.0,0.0,1e-09,results/canonical/predictions/SAITS.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,SAITS,block30d,456,PASS,,,,results/canonical/predictions/SAITS.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,SAITS,block30d,456,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,SAITS,block30d,456,PASS,0.0,0.0,1e-09,results/canonical/predictions/SAITS.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,SAITS,block7d,123,PASS,,,,results/canonical/predictions/SAITS.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,SAITS,block7d,123,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,SAITS,block7d,123,PASS,0.0,0.0,1e-09,results/canonical/predictions/SAITS.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,SAITS,block7d,42,PASS,,,,results/canonical/predictions/SAITS.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,SAITS,block7d,42,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,SAITS,block7d,42,PASS,0.0,0.0,1e-09,results/canonical/predictions/SAITS.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,SAITS,block7d,456,PASS,,,,results/canonical/predictions/SAITS.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,SAITS,block7d,456,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,SAITS,block7d,456,PASS,0.0,0.0,1e-09,results/canonical/predictions/SAITS.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,SAITS,netblock30d,123,PASS,,,,results/canonical/predictions/SAITS.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,SAITS,netblock30d,123,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,SAITS,netblock30d,123,PASS,0.0,0.0,1e-09,results/canonical/predictions/SAITS.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,SAITS,netblock30d,42,PASS,,,,results/canonical/predictions/SAITS.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,SAITS,netblock30d,42,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,SAITS,netblock30d,42,PASS,0.0,0.0,1e-09,results/canonical/predictions/SAITS.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,SAITS,netblock30d,456,PASS,,,,results/canonical/predictions/SAITS.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,SAITS,netblock30d,456,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,SAITS,netblock30d,456,PASS,0.0,0.0,1e-09,results/canonical/predictions/SAITS.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,SingleStageRF,10pct,123,PASS,,,,results/canonical/predictions/SingleStageRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,SingleStageRF,10pct,123,PASS,416,416,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,SingleStageRF,10pct,123,PASS,0.0,0.0,1e-09,results/canonical/predictions/SingleStageRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,SingleStageRF,10pct,42,PASS,,,,results/canonical/predictions/SingleStageRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,SingleStageRF,10pct,42,PASS,416,416,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,SingleStageRF,10pct,42,PASS,0.0,0.0,1e-09,results/canonical/predictions/SingleStageRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,SingleStageRF,10pct,456,PASS,,,,results/canonical/predictions/SingleStageRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,SingleStageRF,10pct,456,PASS,416,416,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,SingleStageRF,10pct,456,PASS,0.0,0.0,1e-09,results/canonical/predictions/SingleStageRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,SingleStageRF,20pct,123,PASS,,,,results/canonical/predictions/SingleStageRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,SingleStageRF,20pct,123,PASS,833,833,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,SingleStageRF,20pct,123,PASS,0.0,0.0,1e-09,results/canonical/predictions/SingleStageRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,SingleStageRF,20pct,42,PASS,,,,results/canonical/predictions/SingleStageRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,SingleStageRF,20pct,42,PASS,833,833,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,SingleStageRF,20pct,42,PASS,0.0,0.0,1e-09,results/canonical/predictions/SingleStageRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,SingleStageRF,20pct,456,PASS,,,,results/canonical/predictions/SingleStageRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,SingleStageRF,20pct,456,PASS,833,833,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,SingleStageRF,20pct,456,PASS,0.0,0.0,1e-09,results/canonical/predictions/SingleStageRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,SingleStageRF,block30d,123,PASS,,,,results/canonical/predictions/SingleStageRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,SingleStageRF,block30d,123,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,SingleStageRF,block30d,123,PASS,0.0,0.0,1e-09,results/canonical/predictions/SingleStageRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,SingleStageRF,block30d,42,PASS,,,,results/canonical/predictions/SingleStageRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,SingleStageRF,block30d,42,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,SingleStageRF,block30d,42,PASS,0.0,0.0,1e-09,results/canonical/predictions/SingleStageRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,SingleStageRF,block30d,456,PASS,,,,results/canonical/predictions/SingleStageRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,SingleStageRF,block30d,456,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,SingleStageRF,block30d,456,PASS,0.0,0.0,1e-09,results/canonical/predictions/SingleStageRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,SingleStageRF,block7d,123,PASS,,,,results/canonical/predictions/SingleStageRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,SingleStageRF,block7d,123,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,SingleStageRF,block7d,123,PASS,0.0,0.0,1e-09,results/canonical/predictions/SingleStageRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,SingleStageRF,block7d,42,PASS,,,,results/canonical/predictions/SingleStageRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,SingleStageRF,block7d,42,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,SingleStageRF,block7d,42,PASS,0.0,0.0,1e-09,results/canonical/predictions/SingleStageRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,SingleStageRF,block7d,456,PASS,,,,results/canonical/predictions/SingleStageRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,SingleStageRF,block7d,456,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,SingleStageRF,block7d,456,PASS,0.0,0.0,1e-09,results/canonical/predictions/SingleStageRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,SingleStageRF,netblock30d,123,PASS,,,,results/canonical/predictions/SingleStageRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,SingleStageRF,netblock30d,123,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,SingleStageRF,netblock30d,123,PASS,0.0,0.0,1e-09,results/canonical/predictions/SingleStageRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,SingleStageRF,netblock30d,42,PASS,,,,results/canonical/predictions/SingleStageRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,SingleStageRF,netblock30d,42,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,SingleStageRF,netblock30d,42,PASS,0.0,0.0,1e-09,results/canonical/predictions/SingleStageRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,SingleStageRF,netblock30d,456,PASS,,,,results/canonical/predictions/SingleStageRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,SingleStageRF,netblock30d,456,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,SingleStageRF,netblock30d,456,PASS,0.0,0.0,1e-09,results/canonical/predictions/SingleStageRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,WGANGP_PrecipFix,10pct,123,PASS,,,,results/canonical/predictions/WGANGP_PrecipFix.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,WGANGP_PrecipFix,10pct,123,PASS,416,416,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,WGANGP_PrecipFix,10pct,123,PASS,0.0,0.0,1e-09,results/canonical/predictions/WGANGP_PrecipFix.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,WGANGP_PrecipFix,10pct,42,PASS,,,,results/canonical/predictions/WGANGP_PrecipFix.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,WGANGP_PrecipFix,10pct,42,PASS,416,416,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,WGANGP_PrecipFix,10pct,42,PASS,0.0,0.0,1e-09,results/canonical/predictions/WGANGP_PrecipFix.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,WGANGP_PrecipFix,10pct,456,PASS,,,,results/canonical/predictions/WGANGP_PrecipFix.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,WGANGP_PrecipFix,10pct,456,PASS,416,416,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,WGANGP_PrecipFix,10pct,456,PASS,0.0,0.0,1e-09,results/canonical/predictions/WGANGP_PrecipFix.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,WGANGP_PrecipFix,20pct,123,PASS,,,,results/canonical/predictions/WGANGP_PrecipFix.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,WGANGP_PrecipFix,20pct,123,PASS,833,833,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,WGANGP_PrecipFix,20pct,123,PASS,0.0,0.0,1e-09,results/canonical/predictions/WGANGP_PrecipFix.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,WGANGP_PrecipFix,20pct,42,PASS,,,,results/canonical/predictions/WGANGP_PrecipFix.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,WGANGP_PrecipFix,20pct,42,PASS,833,833,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,WGANGP_PrecipFix,20pct,42,PASS,0.0,0.0,1e-09,results/canonical/predictions/WGANGP_PrecipFix.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,WGANGP_PrecipFix,20pct,456,PASS,,,,results/canonical/predictions/WGANGP_PrecipFix.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,WGANGP_PrecipFix,20pct,456,PASS,833,833,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,WGANGP_PrecipFix,20pct,456,PASS,0.0,0.0,1e-09,results/canonical/predictions/WGANGP_PrecipFix.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,WGANGP_PrecipFix,block30d,123,PASS,,,,results/canonical/predictions/WGANGP_PrecipFix.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,WGANGP_PrecipFix,block30d,123,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,WGANGP_PrecipFix,block30d,123,PASS,0.0,0.0,1e-09,results/canonical/predictions/WGANGP_PrecipFix.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,WGANGP_PrecipFix,block30d,42,PASS,,,,results/canonical/predictions/WGANGP_PrecipFix.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,WGANGP_PrecipFix,block30d,42,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,WGANGP_PrecipFix,block30d,42,PASS,0.0,0.0,1e-09,results/canonical/predictions/WGANGP_PrecipFix.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,WGANGP_PrecipFix,block30d,456,PASS,,,,results/canonical/predictions/WGANGP_PrecipFix.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,WGANGP_PrecipFix,block30d,456,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,WGANGP_PrecipFix,block30d,456,PASS,0.0,0.0,1e-09,results/canonical/predictions/WGANGP_PrecipFix.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,WGANGP_PrecipFix,block7d,123,PASS,,,,results/canonical/predictions/WGANGP_PrecipFix.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,WGANGP_PrecipFix,block7d,123,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,WGANGP_PrecipFix,block7d,123,PASS,0.0,0.0,1e-09,results/canonical/predictions/WGANGP_PrecipFix.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,WGANGP_PrecipFix,block7d,42,PASS,,,,results/canonical/predictions/WGANGP_PrecipFix.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,WGANGP_PrecipFix,block7d,42,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,WGANGP_PrecipFix,block7d,42,PASS,0.0,0.0,1e-09,results/canonical/predictions/WGANGP_PrecipFix.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,WGANGP_PrecipFix,block7d,456,PASS,,,,results/canonical/predictions/WGANGP_PrecipFix.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,WGANGP_PrecipFix,block7d,456,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,WGANGP_PrecipFix,block7d,456,PASS,0.0,0.0,1e-09,results/canonical/predictions/WGANGP_PrecipFix.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,WGANGP_raw,10pct,123,PASS,,,,results/canonical/predictions/WGANGP_raw.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,WGANGP_raw,10pct,123,PASS,416,416,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,WGANGP_raw,10pct,123,PASS,0.0,0.0,1e-09,results/canonical/predictions/WGANGP_raw.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,WGANGP_raw,10pct,42,PASS,,,,results/canonical/predictions/WGANGP_raw.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,WGANGP_raw,10pct,42,PASS,416,416,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,WGANGP_raw,10pct,42,PASS,0.0,0.0,1e-09,results/canonical/predictions/WGANGP_raw.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,WGANGP_raw,10pct,456,PASS,,,,results/canonical/predictions/WGANGP_raw.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,WGANGP_raw,10pct,456,PASS,416,416,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,WGANGP_raw,10pct,456,PASS,0.0,0.0,1e-09,results/canonical/predictions/WGANGP_raw.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,WGANGP_raw,20pct,123,PASS,,,,results/canonical/predictions/WGANGP_raw.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,WGANGP_raw,20pct,123,PASS,833,833,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,WGANGP_raw,20pct,123,PASS,0.0,0.0,1e-09,results/canonical/predictions/WGANGP_raw.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,WGANGP_raw,20pct,42,PASS,,,,results/canonical/predictions/WGANGP_raw.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,WGANGP_raw,20pct,42,PASS,833,833,,,n_evaluated matches freshly recomputed art_mask count
