audit_category,check_name,method,scenario,seed,status,observed,expected,tolerance,source_file,message
integrity,prediction_mask_length_match,WGANGP_raw,block30d,456,PASS,840,840,,,row count matches fresh art_mask.sum()
integrity,no_nan_inf_evaluated,WGANGP_raw,block30d,456,PASS,0,0,,,all evaluated cells finite
integrity,row_index_matches_fresh_mask,WGANGP_raw,block30d,456,PASS,True,True,,,every row_index is a true art_mask position
completeness,expected_groups_exist,WGANGP_PrecipFix,,,PASS,12,12,,,all groups present
completeness,no_unexpected_groups,WGANGP_PrecipFix,,,PASS,12,12,,,no unexpected groups
completeness,no_duplicate_rows,WGANGP_PrecipFix,10pct,42,PASS,0,0,,,no duplicate row_index within group
integrity,prediction_mask_length_match,WGANGP_PrecipFix,10pct,42,PASS,416,416,,,row count matches fresh art_mask.sum()
integrity,no_nan_inf_evaluated,WGANGP_PrecipFix,10pct,42,PASS,0,0,,,all evaluated cells finite
integrity,row_index_matches_fresh_mask,WGANGP_PrecipFix,10pct,42,PASS,True,True,,,every row_index is a true art_mask position
completeness,no_duplicate_rows,WGANGP_PrecipFix,10pct,123,PASS,0,0,,,no duplicate row_index within group
integrity,prediction_mask_length_match,WGANGP_PrecipFix,10pct,123,PASS,416,416,,,row count matches fresh art_mask.sum()
integrity,no_nan_inf_evaluated,WGANGP_PrecipFix,10pct,123,PASS,0,0,,,all evaluated cells finite
integrity,row_index_matches_fresh_mask,WGANGP_PrecipFix,10pct,123,PASS,True,True,,,every row_index is a true art_mask position
completeness,no_duplicate_rows,WGANGP_PrecipFix,10pct,456,PASS,0,0,,,no duplicate row_index within group
integrity,prediction_mask_length_match,WGANGP_PrecipFix,10pct,456,PASS,416,416,,,row count matches fresh art_mask.sum()
integrity,no_nan_inf_evaluated,WGANGP_PrecipFix,10pct,456,PASS,0,0,,,all evaluated cells finite
integrity,row_index_matches_fresh_mask,WGANGP_PrecipFix,10pct,456,PASS,True,True,,,every row_index is a true art_mask position
completeness,no_duplicate_rows,WGANGP_PrecipFix,20pct,42,PASS,0,0,,,no duplicate row_index within group
integrity,prediction_mask_length_match,WGANGP_PrecipFix,20pct,42,PASS,833,833,,,row count matches fresh art_mask.sum()
integrity,no_nan_inf_evaluated,WGANGP_PrecipFix,20pct,42,PASS,0,0,,,all evaluated cells finite
integrity,row_index_matches_fresh_mask,WGANGP_PrecipFix,20pct,42,PASS,True,True,,,every row_index is a true art_mask position
completeness,no_duplicate_rows,WGANGP_PrecipFix,20pct,123,PASS,0,0,,,no duplicate row_index within group
integrity,prediction_mask_length_match,WGANGP_PrecipFix,20pct,123,PASS,833,833,,,row count matches fresh art_mask.sum()
integrity,no_nan_inf_evaluated,WGANGP_PrecipFix,20pct,123,PASS,0,0,,,all evaluated cells finite
integrity,row_index_matches_fresh_mask,WGANGP_PrecipFix,20pct,123,PASS,True,True,,,every row_index is a true art_mask position
completeness,no_duplicate_rows,WGANGP_PrecipFix,20pct,456,PASS,0,0,,,no duplicate row_index within group
integrity,prediction_mask_length_match,WGANGP_PrecipFix,20pct,456,PASS,833,833,,,row count matches fresh art_mask.sum()
integrity,no_nan_inf_evaluated,WGANGP_PrecipFix,20pct,456,PASS,0,0,,,all evaluated cells finite
integrity,row_index_matches_fresh_mask,WGANGP_PrecipFix,20pct,456,PASS,True,True,,,every row_index is a true art_mask position
completeness,no_duplicate_rows,WGANGP_PrecipFix,block7d,42,PASS,0,0,,,no duplicate row_index within group
integrity,prediction_mask_length_match,WGANGP_PrecipFix,block7d,42,PASS,840,840,,,row count matches fresh art_mask.sum()
integrity,no_nan_inf_evaluated,WGANGP_PrecipFix,block7d,42,PASS,0,0,,,all evaluated cells finite
integrity,row_index_matches_fresh_mask,WGANGP_PrecipFix,block7d,42,PASS,True,True,,,every row_index is a true art_mask position
completeness,no_duplicate_rows,WGANGP_PrecipFix,block7d,123,PASS,0,0,,,no duplicate row_index within group
integrity,prediction_mask_length_match,WGANGP_PrecipFix,block7d,123,PASS,840,840,,,row count matches fresh art_mask.sum()
integrity,no_nan_inf_evaluated,WGANGP_PrecipFix,block7d,123,PASS,0,0,,,all evaluated cells finite
integrity,row_index_matches_fresh_mask,WGANGP_PrecipFix,block7d,123,PASS,True,True,,,every row_index is a true art_mask position
completeness,no_duplicate_rows,WGANGP_PrecipFix,block7d,456,PASS,0,0,,,no duplicate row_index within group
integrity,prediction_mask_length_match,WGANGP_PrecipFix,block7d,456,PASS,840,840,,,row count matches fresh art_mask.sum()
integrity,no_nan_inf_evaluated,WGANGP_PrecipFix,block7d,456,PASS,0,0,,,all evaluated cells finite
integrity,row_index_matches_fresh_mask,WGANGP_PrecipFix,block7d,456,PASS,True,True,,,every row_index is a true art_mask position
completeness,no_duplicate_rows,WGANGP_PrecipFix,block30d,42,PASS,0,0,,,no duplicate row_index within group
integrity,prediction_mask_length_match,WGANGP_PrecipFix,block30d,42,PASS,840,840,,,row count matches fresh art_mask.sum()
integrity,no_nan_inf_evaluated,WGANGP_PrecipFix,block30d,42,PASS,0,0,,,all evaluated cells finite
integrity,row_index_matches_fresh_mask,WGANGP_PrecipFix,block30d,42,PASS,True,True,,,every row_index is a true art_mask position
completeness,no_duplicate_rows,WGANGP_PrecipFix,block30d,123,PASS,0,0,,,no duplicate row_index within group
integrity,prediction_mask_length_match,WGANGP_PrecipFix,block30d,123,PASS,840,840,,,row count matches fresh art_mask.sum()
integrity,no_nan_inf_evaluated,WGANGP_PrecipFix,block30d,123,PASS,0,0,,,all evaluated cells finite
integrity,row_index_matches_fresh_mask,WGANGP_PrecipFix,block30d,123,PASS,True,True,,,every row_index is a true art_mask position
completeness,no_duplicate_rows,WGANGP_PrecipFix,block30d,456,PASS,0,0,,,no duplicate row_index within group
integrity,prediction_mask_length_match,WGANGP_PrecipFix,block30d,456,PASS,840,840,,,row count matches fresh art_mask.sum()
integrity,no_nan_inf_evaluated,WGANGP_PrecipFix,block30d,456,PASS,0,0,,,all evaluated cells finite
integrity,row_index_matches_fresh_mask,WGANGP_PrecipFix,block30d,456,PASS,True,True,,,every row_index is a true art_mask position
traceability,metrics_row_traceability,AmountRF_DLPIF,10pct,123,PASS,,,,results/canonical/predictions/AmountRF_DLPIF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,AmountRF_DLPIF,10pct,123,PASS,416,416,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,AmountRF_DLPIF,10pct,123,PASS,0.0,0.0,1e-09,results/canonical/predictions/AmountRF_DLPIF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,AmountRF_DLPIF,10pct,42,PASS,,,,results/canonical/predictions/AmountRF_DLPIF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,AmountRF_DLPIF,10pct,42,PASS,416,416,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,AmountRF_DLPIF,10pct,42,PASS,0.0,0.0,1e-09,results/canonical/predictions/AmountRF_DLPIF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,AmountRF_DLPIF,10pct,456,PASS,,,,results/canonical/predictions/AmountRF_DLPIF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,AmountRF_DLPIF,10pct,456,PASS,416,416,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,AmountRF_DLPIF,10pct,456,PASS,0.0,0.0,1e-09,results/canonical/predictions/AmountRF_DLPIF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,AmountRF_DLPIF,20pct,123,PASS,,,,results/canonical/predictions/AmountRF_DLPIF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,AmountRF_DLPIF,20pct,123,PASS,833,833,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,AmountRF_DLPIF,20pct,123,PASS,0.0,0.0,1e-09,results/canonical/predictions/AmountRF_DLPIF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,AmountRF_DLPIF,20pct,42,PASS,,,,results/canonical/predictions/AmountRF_DLPIF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,AmountRF_DLPIF,20pct,42,PASS,833,833,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,AmountRF_DLPIF,20pct,42,PASS,0.0,0.0,1e-09,results/canonical/predictions/AmountRF_DLPIF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,AmountRF_DLPIF,20pct,456,PASS,,,,results/canonical/predictions/AmountRF_DLPIF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,AmountRF_DLPIF,20pct,456,PASS,833,833,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,AmountRF_DLPIF,20pct,456,PASS,0.0,0.0,1e-09,results/canonical/predictions/AmountRF_DLPIF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,AmountRF_DLPIF,block30d,123,PASS,,,,results/canonical/predictions/AmountRF_DLPIF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,AmountRF_DLPIF,block30d,123,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,AmountRF_DLPIF,block30d,123,PASS,0.0,0.0,1e-09,results/canonical/predictions/AmountRF_DLPIF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,AmountRF_DLPIF,block30d,42,PASS,,,,results/canonical/predictions/AmountRF_DLPIF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,AmountRF_DLPIF,block30d,42,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,AmountRF_DLPIF,block30d,42,PASS,0.0,0.0,1e-09,results/canonical/predictions/AmountRF_DLPIF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,AmountRF_DLPIF,block30d,456,PASS,,,,results/canonical/predictions/AmountRF_DLPIF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,AmountRF_DLPIF,block30d,456,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,AmountRF_DLPIF,block30d,456,PASS,0.0,0.0,1e-09,results/canonical/predictions/AmountRF_DLPIF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,AmountRF_DLPIF,block7d,123,PASS,,,,results/canonical/predictions/AmountRF_DLPIF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,AmountRF_DLPIF,block7d,123,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,AmountRF_DLPIF,block7d,123,PASS,0.0,0.0,1e-09,results/canonical/predictions/AmountRF_DLPIF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,AmountRF_DLPIF,block7d,42,PASS,,,,results/canonical/predictions/AmountRF_DLPIF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,AmountRF_DLPIF,block7d,42,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,AmountRF_DLPIF,block7d,42,PASS,0.0,0.0,1e-09,results/canonical/predictions/AmountRF_DLPIF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,AmountRF_DLPIF,block7d,456,PASS,,,,results/canonical/predictions/AmountRF_DLPIF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,AmountRF_DLPIF,block7d,456,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,AmountRF_DLPIF,block7d,456,PASS,0.0,0.0,1e-09,results/canonical/predictions/AmountRF_DLPIF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,DirectTwoStageRF,10pct,123,PASS,,,,results/canonical/predictions/DirectTwoStageRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,DirectTwoStageRF,10pct,123,PASS,416,416,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,DirectTwoStageRF,10pct,123,PASS,0.0,0.0,1e-09,results/canonical/predictions/DirectTwoStageRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,DirectTwoStageRF,10pct,42,PASS,,,,results/canonical/predictions/DirectTwoStageRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,DirectTwoStageRF,10pct,42,PASS,416,416,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,DirectTwoStageRF,10pct,42,PASS,0.0,0.0,1e-09,results/canonical/predictions/DirectTwoStageRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,DirectTwoStageRF,10pct,456,PASS,,,,results/canonical/predictions/DirectTwoStageRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,DirectTwoStageRF,10pct,456,PASS,416,416,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,DirectTwoStageRF,10pct,456,PASS,0.0,0.0,1e-09,results/canonical/predictions/DirectTwoStageRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,DirectTwoStageRF,20pct,123,PASS,,,,results/canonical/predictions/DirectTwoStageRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,DirectTwoStageRF,20pct,123,PASS,833,833,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,DirectTwoStageRF,20pct,123,PASS,0.0,0.0,1e-09,results/canonical/predictions/DirectTwoStageRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,DirectTwoStageRF,20pct,42,PASS,,,,results/canonical/predictions/DirectTwoStageRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,DirectTwoStageRF,20pct,42,PASS,833,833,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,DirectTwoStageRF,20pct,42,PASS,0.0,0.0,1e-09,results/canonical/predictions/DirectTwoStageRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,DirectTwoStageRF,20pct,456,PASS,,,,results/canonical/predictions/DirectTwoStageRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,DirectTwoStageRF,20pct,456,PASS,833,833,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,DirectTwoStageRF,20pct,456,PASS,0.0,0.0,1e-09,results/canonical/predictions/DirectTwoStageRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,DirectTwoStageRF,block30d,123,PASS,,,,results/canonical/predictions/DirectTwoStageRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,DirectTwoStageRF,block30d,123,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,DirectTwoStageRF,block30d,123,PASS,0.0,0.0,1e-09,results/canonical/predictions/DirectTwoStageRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,DirectTwoStageRF,block30d,42,PASS,,,,results/canonical/predictions/DirectTwoStageRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,DirectTwoStageRF,block30d,42,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,DirectTwoStageRF,block30d,42,PASS,0.0,0.0,1e-09,results/canonical/predictions/DirectTwoStageRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,DirectTwoStageRF,block30d,456,PASS,,,,results/canonical/predictions/DirectTwoStageRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,DirectTwoStageRF,block30d,456,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,DirectTwoStageRF,block30d,456,PASS,0.0,0.0,1e-09,results/canonical/predictions/DirectTwoStageRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,DirectTwoStageRF,block7d,123,PASS,,,,results/canonical/predictions/DirectTwoStageRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,DirectTwoStageRF,block7d,123,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,DirectTwoStageRF,block7d,123,PASS,0.0,0.0,1e-09,results/canonical/predictions/DirectTwoStageRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,DirectTwoStageRF,block7d,42,PASS,,,,results/canonical/predictions/DirectTwoStageRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,DirectTwoStageRF,block7d,42,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,DirectTwoStageRF,block7d,42,PASS,0.0,0.0,1e-09,results/canonical/predictions/DirectTwoStageRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,DirectTwoStageRF,block7d,456,PASS,,,,results/canonical/predictions/DirectTwoStageRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,DirectTwoStageRF,block7d,456,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,DirectTwoStageRF,block7d,456,PASS,0.0,0.0,1e-09,results/canonical/predictions/DirectTwoStageRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,DirectTwoStageRF,netblock30d,123,PASS,,,,results/canonical/predictions/DirectTwoStageRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,DirectTwoStageRF,netblock30d,123,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,DirectTwoStageRF,netblock30d,123,PASS,0.0,0.0,1e-09,results/canonical/predictions/DirectTwoStageRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,DirectTwoStageRF,netblock30d,42,PASS,,,,results/canonical/predictions/DirectTwoStageRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,DirectTwoStageRF,netblock30d,42,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,DirectTwoStageRF,netblock30d,42,PASS,0.0,0.0,1e-09,results/canonical/predictions/DirectTwoStageRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,DirectTwoStageRF,netblock30d,456,PASS,,,,results/canonical/predictions/DirectTwoStageRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,DirectTwoStageRF,netblock30d,456,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,DirectTwoStageRF,netblock30d,456,PASS,0.0,0.0,1e-09,results/canonical/predictions/DirectTwoStageRF.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,KNN,10pct,deterministic,PASS,,,,results/canonical/predictions/KNN.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,KNN,10pct,deterministic,PASS,416,416,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,KNN,10pct,deterministic,PASS,0.0,0.0,1e-09,results/canonical/predictions/KNN.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,KNN,20pct,deterministic,PASS,,,,results/canonical/predictions/KNN.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,KNN,20pct,deterministic,PASS,833,833,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,KNN,20pct,deterministic,PASS,0.0,0.0,1e-09,results/canonical/predictions/KNN.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,KNN,block30d,deterministic,PASS,,,,results/canonical/predictions/KNN.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,KNN,block30d,deterministic,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,KNN,block30d,deterministic,PASS,0.0,0.0,1e-09,results/canonical/predictions/KNN.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,KNN,block7d,deterministic,PASS,,,,results/canonical/predictions/KNN.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,KNN,block7d,deterministic,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,KNN,block7d,deterministic,PASS,0.0,0.0,1e-09,results/canonical/predictions/KNN.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,KNN,netblock30d,deterministic,PASS,,,,results/canonical/predictions/KNN.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,KNN,netblock30d,deterministic,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,KNN,netblock30d,deterministic,PASS,0.0,0.0,1e-09,results/canonical/predictions/KNN.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,Linear,10pct,deterministic,PASS,,,,results/canonical/predictions/Linear.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,Linear,10pct,deterministic,PASS,416,416,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,Linear,10pct,deterministic,PASS,0.0,0.0,1e-09,results/canonical/predictions/Linear.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,Linear,20pct,deterministic,PASS,,,,results/canonical/predictions/Linear.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,Linear,20pct,deterministic,PASS,833,833,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,Linear,20pct,deterministic,PASS,0.0,0.0,1e-09,results/canonical/predictions/Linear.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,Linear,block30d,deterministic,PASS,,,,results/canonical/predictions/Linear.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,Linear,block30d,deterministic,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,Linear,block30d,deterministic,PASS,0.0,0.0,1e-09,results/canonical/predictions/Linear.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,Linear,block7d,deterministic,PASS,,,,results/canonical/predictions/Linear.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,Linear,block7d,deterministic,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,Linear,block7d,deterministic,PASS,0.0,0.0,1e-09,results/canonical/predictions/Linear.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,Linear,netblock30d,deterministic,PASS,,,,results/canonical/predictions/Linear.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,Linear,netblock30d,deterministic,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,Linear,netblock30d,deterministic,PASS,0.0,0.0,1e-09,results/canonical/predictions/Linear.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,MICE,10pct,deterministic,PASS,,,,results/canonical/predictions/MICE.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,MICE,10pct,deterministic,PASS,416,416,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,MICE,10pct,deterministic,PASS,0.0,0.0,1e-09,results/canonical/predictions/MICE.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,MICE,20pct,deterministic,PASS,,,,results/canonical/predictions/MICE.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,MICE,20pct,deterministic,PASS,833,833,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,MICE,20pct,deterministic,PASS,0.0,0.0,1e-09,results/canonical/predictions/MICE.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,MICE,block30d,deterministic,PASS,,,,results/canonical/predictions/MICE.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,MICE,block30d,deterministic,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,MICE,block30d,deterministic,PASS,0.0,0.0,1e-09,results/canonical/predictions/MICE.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,MICE,block7d,deterministic,PASS,,,,results/canonical/predictions/MICE.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,MICE,block7d,deterministic,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,MICE,block7d,deterministic,PASS,0.0,0.0,1e-09,results/canonical/predictions/MICE.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,MICE,netblock30d,deterministic,PASS,,,,results/canonical/predictions/MICE.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,MICE,netblock30d,deterministic,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,MICE,netblock30d,deterministic,PASS,0.0,0.0,1e-09,results/canonical/predictions/MICE.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,Mean,10pct,deterministic,PASS,,,,results/canonical/predictions/Mean.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,Mean,10pct,deterministic,PASS,416,416,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,Mean,10pct,deterministic,PASS,0.0,0.0,1e-09,results/canonical/predictions/Mean.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,Mean,20pct,deterministic,PASS,,,,results/canonical/predictions/Mean.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,Mean,20pct,deterministic,PASS,833,833,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,Mean,20pct,deterministic,PASS,0.0,0.0,1e-09,results/canonical/predictions/Mean.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,Mean,block30d,deterministic,PASS,,,,results/canonical/predictions/Mean.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,Mean,block30d,deterministic,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,Mean,block30d,deterministic,PASS,0.0,0.0,1e-09,results/canonical/predictions/Mean.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,Mean,block7d,deterministic,PASS,,,,results/canonical/predictions/Mean.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,Mean,block7d,deterministic,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,Mean,block7d,deterministic,PASS,0.0,0.0,1e-09,results/canonical/predictions/Mean.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,Mean,netblock30d,deterministic,PASS,,,,results/canonical/predictions/Mean.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,Mean,netblock30d,deterministic,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,Mean,netblock30d,deterministic,PASS,0.0,0.0,1e-09,results/canonical/predictions/Mean.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,MissingnessIndicatorRF,10pct,123,PASS,,,,results/canonical/predictions/MissingnessIndicatorRF.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,MissingnessIndicatorRF,10pct,123,PASS,416,416,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,MissingnessIndicatorRF,10pct,123,PASS,0.0,0.0,1e-09,results/canonical/predictions/MissingnessIndicatorRF.csv,recomputed metrics match saved metrics (worst field: None)
