method,scenario,seed,station_id,cdd_obs,cdd_pred,cdd_abs_error,mean_dry_obs,mean_dry_pred,mean_dry_abs_error,p95_dry_obs,p95_dry_pred,p95_dry_abs_error
SingleStageRF,block30d,123,17750,48.0,48.0,0.0,5.582677165354331,4.9609375,0.6217396653543306,18.0,18.0,0.0
DirectTwoStageRF,block30d,123,17155,45.0,45.0,0.0,5.758064516129032,5.793388429752066,0.03532391362303411,18.0,18.0,0.0
DirectTwoStageRF,block30d,123,17704,44.0,44.0,0.0,5.392307692307693,5.704918032786885,0.31261034047919267,18.0,18.0,0.0
DirectTwoStageRF,block30d,123,17748,44.0,44.0,0.0,5.906779661016949,5.549180327868853,0.3575993331480962,18.299999999999983,17.899999999999977,0.4000000000000057
DirectTwoStageRF,block30d,123,17750,48.0,48.0,0.0,5.582677165354331,5.515625,0.06705216535433056,18.0,19.299999999999983,1.299999999999983
SAITS,block30d,123,17155,45.0,45.0,0.0,5.758064516129032,6.219298245614035,0.4612337294850031,18.0,21.69999999999999,3.6999999999999886
SAITS,block30d,123,17704,44.0,44.0,0.0,5.392307692307693,5.9491525423728815,0.5568448500651888,18.0,18.749999999999957,0.7499999999999574
SAITS,block30d,123,17748,44.0,40.0,4.0,5.906779661016949,5.418032786885246,0.4887468741317029,18.299999999999983,17.899999999999977,0.4000000000000057
SAITS,block30d,123,17750,48.0,54.0,6.0,5.582677165354331,5.725806451612903,0.14312928625857246,18.0,19.69999999999999,1.6999999999999886
SingleStageRF,block30d,456,17155,45.0,45.0,0.0,5.758064516129032,5.055555555555555,0.7025089605734767,18.0,18.0,0.0
SingleStageRF,block30d,456,17704,44.0,44.0,0.0,5.392307692307693,5.413793103448276,0.02148541114058311,18.0,18.0,0.0
SingleStageRF,block30d,456,17748,44.0,40.0,4.0,5.906779661016949,5.131147540983607,0.7756321200333423,18.299999999999983,17.899999999999977,0.4000000000000057
SingleStageRF,block30d,456,17750,48.0,48.0,0.0,5.582677165354331,4.9147286821705425,0.6679484831837881,18.0,18.0,0.0
DirectTwoStageRF,block30d,456,17155,45.0,45.0,0.0,5.758064516129032,6.0,0.24193548387096797,18.0,18.299999999999983,0.29999999999998295
DirectTwoStageRF,block30d,456,17704,44.0,44.0,0.0,5.392307692307693,5.729508196721311,0.3372005044136186,18.0,18.0,0.0
DirectTwoStageRF,block30d,456,17748,44.0,44.0,0.0,5.906779661016949,5.598360655737705,0.3084190052792444,18.299999999999983,19.899999999999977,1.5999999999999943
DirectTwoStageRF,block30d,456,17750,48.0,48.0,0.0,5.582677165354331,5.5390625,0.04361466535433056,18.0,19.299999999999983,1.299999999999983
SAITS,block30d,456,17155,45.0,45.0,0.0,5.758064516129032,6.226086956521739,0.4680224403927067,18.0,21.299999999999997,3.299999999999997
SAITS,block30d,456,17704,44.0,44.0,0.0,5.392307692307693,6.715596330275229,1.3232886379675364,18.0,24.599999999999994,6.599999999999994
SAITS,block30d,456,17748,44.0,47.0,3.0,5.906779661016949,6.052631578947368,0.14585191793041918,18.299999999999983,18.69999999999999,0.4000000000000057
SAITS,block30d,456,17750,48.0,54.0,6.0,5.582677165354331,6.460869565217391,0.8781923998630603,18.0,26.599999999999994,8.599999999999994
Mean,mar_meteo,deterministic,17155,45.0,16.0,29.0,5.758064516129032,3.6551724137931036,2.1028921023359284,18.0,10.0,8.0
Mean,mar_meteo,deterministic,17704,44.0,22.0,22.0,5.392307692307693,3.719298245614035,1.6730094466936576,18.0,11.5,6.5
Mean,mar_meteo,deterministic,17748,44.0,26.0,18.0,5.906779661016949,3.8509316770186337,2.0558479839983153,18.299999999999983,12.0,6.299999999999983
Mean,mar_meteo,deterministic,17750,48.0,38.0,10.0,5.582677165354331,3.8165680473372783,1.7661091180170523,18.0,10.0,8.0
Linear,mar_meteo,deterministic,17155,45.0,45.0,0.0,5.758064516129032,5.857142857142857,0.09907834101382473,18.0,20.099999999999994,2.0999999999999943
Linear,mar_meteo,deterministic,17704,44.0,44.0,0.0,5.392307692307693,5.680327868852459,0.28802017654476675,18.0,18.0,0.0
Linear,mar_meteo,deterministic,17748,44.0,44.0,0.0,5.906779661016949,6.415094339622642,0.5083146786056929,18.299999999999983,19.5,1.200000000000017
Linear,mar_meteo,deterministic,17750,48.0,48.0,0.0,5.582677165354331,5.672131147540983,0.08945398218665268,18.0,19.849999999999966,1.849999999999966
KNN,mar_meteo,deterministic,17155,45.0,31.0,14.0,5.758064516129032,4.872340425531915,0.8857240905971171,18.0,18.0,0.0
KNN,mar_meteo,deterministic,17704,44.0,32.0,12.0,5.392307692307693,4.783216783216783,0.6090909090909093,18.0,17.0,1.0
KNN,mar_meteo,deterministic,17748,44.0,44.0,0.0,5.906779661016949,5.091603053435114,0.8151766075818347,18.299999999999983,15.5,2.799999999999983
KNN,mar_meteo,deterministic,17750,48.0,48.0,0.0,5.582677165354331,5.2631578947368425,0.3195192706174881,18.0,18.799999999999983,0.799999999999983
MICE,mar_meteo,deterministic,17155,45.0,25.0,20.0,5.758064516129032,4.292207792207792,1.46585672392124,18.0,15.0,3.0
MICE,mar_meteo,deterministic,17704,44.0,32.0,12.0,5.392307692307693,4.551020408163265,0.8412872841444274,18.0,15.699999999999989,2.3000000000000114
MICE,mar_meteo,deterministic,17748,44.0,37.0,7.0,5.906779661016949,4.595744680851064,1.3110349801658847,18.299999999999983,15.0,3.299999999999983
MICE,mar_meteo,deterministic,17750,48.0,39.0,9.0,5.582677165354331,4.6506849315068495,0.9319922338474811,18.0,15.0,3.0
SingleStageRF,mar_meteo,42,17155,45.0,41.0,4.0,5.758064516129032,4.963768115942029,0.7942964001870028,18.0,16.30000000000001,1.6999999999999886
SingleStageRF,mar_meteo,42,17704,44.0,32.0,12.0,5.392307692307693,4.748251748251748,0.6440559440559444,18.0,16.0,2.0
SingleStageRF,mar_meteo,42,17748,44.0,44.0,0.0,5.906779661016949,5.140625,0.766154661016949,18.299999999999983,15.649999999999991,2.6499999999999915
SingleStageRF,mar_meteo,42,17750,48.0,42.0,6.0,5.582677165354331,5.111111111111111,0.47156605424321985,18.0,17.89999999999999,0.10000000000000853
DirectTwoStageRF,mar_meteo,42,17155,45.0,45.0,0.0,5.758064516129032,5.590551181102362,0.16751333502666998,18.0,18.0,0.0
DirectTwoStageRF,mar_meteo,42,17704,44.0,44.0,0.0,5.392307692307693,5.356060606060606,0.03624708624708628,18.0,17.44999999999999,0.5500000000000114
DirectTwoStageRF,mar_meteo,42,17748,44.0,44.0,0.0,5.906779661016949,5.7272727272727275,0.17950693374422144,18.299999999999983,18.0,0.29999999999998295
DirectTwoStageRF,mar_meteo,42,17750,48.0,48.0,0.0,5.582677165354331,5.446153846153846,0.13652331920048422,18.0,19.099999999999994,1.0999999999999943
SAITS,mar_meteo,42,17155,45.0,45.0,0.0,5.758064516129032,5.384615384615385,0.373449131513647,18.0,18.0,0.0
SAITS,mar_meteo,42,17704,44.0,37.0,7.0,5.392307692307693,5.0,0.3923076923076927,18.0,17.150000000000006,0.8499999999999943
SAITS,mar_meteo,42,17748,44.0,44.0,0.0,5.906779661016949,4.72463768115942,1.182141979857529,18.299999999999983,15.150000000000006,3.1499999999999773
SAITS,mar_meteo,42,17750,48.0,40.0,8.0,5.582677165354331,4.836879432624113,0.7457977327302174,18.0,17.0,1.0
SingleStageRF,mar_meteo,123,17155,45.0,41.0,4.0,5.758064516129032,4.788732394366197,0.969332121762835,18.0,15.949999999999989,2.0500000000000114
SingleStageRF,mar_meteo,123,17704,44.0,32.0,12.0,5.392307692307693,4.722222222222222,0.6700854700854704,18.0,15.849999999999994,2.1500000000000057
SingleStageRF,mar_meteo,123,17748,44.0,44.0,0.0,5.906779661016949,5.140625,0.766154661016949,18.299999999999983,15.649999999999991,2.6499999999999915
SingleStageRF,mar_meteo,123,17750,48.0,42.0,6.0,5.582677165354331,5.014598540145985,0.5680786252083454,18.0,17.599999999999966,0.4000000000000341
DirectTwoStageRF,mar_meteo,123,17155,45.0,45.0,0.0,5.758064516129032,5.626984126984127,0.1310803891449046,18.0,18.0,0.0
DirectTwoStageRF,mar_meteo,123,17704,44.0,44.0,0.0,5.392307692307693,5.356060606060606,0.03624708624708628,18.0,17.44999999999999,0.5500000000000114
DirectTwoStageRF,mar_meteo,123,17748,44.0,44.0,0.0,5.906779661016949,5.655737704918033,0.25104195609891633,18.299999999999983,17.899999999999977,0.4000000000000057
DirectTwoStageRF,mar_meteo,123,17750,48.0,48.0,0.0,5.582677165354331,5.446153846153846,0.13652331920048422,18.0,19.099999999999994,1.0999999999999943
SAITS,mar_meteo,123,17155,45.0,45.0,0.0,5.758064516129032,5.17910447761194,0.5789600385170921,18.0,18.0,0.0
SAITS,mar_meteo,123,17704,44.0,44.0,0.0,5.392307692307693,5.392307692307693,0.0,18.0,17.549999999999997,0.45000000000000284
SAITS,mar_meteo,123,17748,44.0,44.0,0.0,5.906779661016949,5.275590551181103,0.6311891098358462,18.299999999999983,15.699999999999989,2.5999999999999943
SAITS,mar_meteo,123,17750,48.0,48.0,0.0,5.582677165354331,5.68,0.09732283464566915,18.0,19.599999999999994,1.5999999999999943
SingleStageRF,mar_meteo,456,17155,45.0,41.0,4.0,5.758064516129032,4.843971631205674,0.9140928849233578,18.0,16.0,2.0
SingleStageRF,mar_meteo,456,17704,44.0,44.0,0.0,5.392307692307693,4.795774647887324,0.5965330444203687,18.0,16.0,2.0
SingleStageRF,mar_meteo,456,17748,44.0,44.0,0.0,5.906779661016949,5.196850393700787,0.7099292673161619,18.299999999999983,15.699999999999989,2.5999999999999943
SingleStageRF,mar_meteo,456,17750,48.0,42.0,6.0,5.582677165354331,5.0588235294117645,0.5238536359425661,18.0,17.75,0.25
DirectTwoStageRF,mar_meteo,456,17155,45.0,45.0,0.0,5.758064516129032,5.634920634920635,0.1231438812083967,18.0,18.0,0.0
DirectTwoStageRF,mar_meteo,456,17704,44.0,44.0,0.0,5.392307692307693,5.356060606060606,0.03624708624708628,18.0,17.44999999999999,0.5500000000000114
DirectTwoStageRF,mar_meteo,456,17748,44.0,44.0,0.0,5.906779661016949,5.766666666666667,0.14011299435028235,18.299999999999983,18.099999999999994,0.19999999999998863
DirectTwoStageRF,mar_meteo,456,17750,48.0,48.0,0.0,5.582677165354331,5.503875968992248,0.07880119636208249,18.0,19.19999999999999,1.1999999999999886
SAITS,mar_meteo,456,17155,45.0,32.0,13.0,5.758064516129032,5.419847328244275,0.33821718788475685,18.0,18.0,0.0
SAITS,mar_meteo,456,17704,44.0,44.0,0.0,5.392307692307693,5.412213740458015,0.019906048150322597,18.0,17.5,0.5
SAITS,mar_meteo,456,17748,44.0,44.0,0.0,5.906779661016949,5.475806451612903,0.43097320940404593,18.299999999999983,16.0,2.299999999999983
SAITS,mar_meteo,456,17750,48.0,48.0,0.0,5.582677165354331,5.714285714285714,0.13160854893138385,18.0,19.5,1.5
Mean,mnar_wet,deterministic,17155,45.0,28.0,17.0,5.758064516129032,4.46,1.298064516129032,18.0,14.0,4.0
Mean,mnar_wet,deterministic,17704,44.0,24.0,20.0,5.392307692307693,4.1265822784810124,1.2657254138266802,18.0,12.150000000000006,5.849999999999994
Mean,mnar_wet,deterministic,17748,44.0,23.0,21.0,5.906779661016949,4.173076923076923,1.7337027379400256,18.299999999999983,13.0,5.299999999999983
Mean,mnar_wet,deterministic,17750,48.0,42.0,6.0,5.582677165354331,4.311688311688312,1.2709888536660188,18.0,13.0,5.0
Linear,mnar_wet,deterministic,17155,45.0,45.0,0.0,5.758064516129032,6.139130434782609,0.38106591865357675,18.0,18.599999999999994,0.5999999999999943
Linear,mnar_wet,deterministic,17704,44.0,44.0,0.0,5.392307692307693,5.857142857142857,0.46483516483516407,18.0,18.099999999999994,0.09999999999999432
Linear,mnar_wet,deterministic,17748,44.0,44.0,0.0,5.906779661016949,6.1415929203539825,0.23481325933703356,18.299999999999983,21.599999999999966,3.299999999999983
Linear,mnar_wet,deterministic,17750,48.0,48.0,0.0,5.582677165354331,6.0256410256410255,0.442963860286695,18.0,18.399999999999977,0.39999999999997726
KNN,mnar_wet,deterministic,17155,45.0,39.0,6.0,5.758064516129032,5.223880597014926,0.5341839191141062,18.0,18.0,0.0
KNN,mnar_wet,deterministic,17704,44.0,44.0,0.0,5.392307692307693,5.029197080291971,0.3631106120157215,18.0,18.0,0.0
KNN,mnar_wet,deterministic,17748,44.0,39.0,5.0,5.906779661016949,4.829787234042553,1.076992426974396,18.299999999999983,16.0,2.299999999999983
KNN,mnar_wet,deterministic,17750,48.0,48.0,0.0,5.582677165354331,5.546875,0.03580216535433056,18.0,18.299999999999983,0.29999999999998295
MICE,mnar_wet,deterministic,17155,45.0,39.0,6.0,5.758064516129032,4.729166666666667,1.028897849462365,18.0,15.699999999999989,2.3000000000000114
MICE,mnar_wet,deterministic,17704,44.0,34.0,10.0,5.392307692307693,4.977941176470588,0.4143665158371048,18.0,18.0,0.0
MICE,mnar_wet,deterministic,17748,44.0,38.0,6.0,5.906779661016949,4.820143884892087,1.0866357761248624,18.299999999999983,15.099999999999994,3.1999999999999886
MICE,mnar_wet,deterministic,17750,48.0,45.0,3.0,5.582677165354331,5.111111111111111,0.47156605424321985,18.0,16.299999999999997,1.7000000000000028
SingleStageRF,mnar_wet,42,17155,45.0,45.0,0.0,5.758064516129032,5.287878787878788,0.47018572825024396,18.0,18.0,0.0
SingleStageRF,mnar_wet,42,17704,44.0,34.0,10.0,5.392307692307693,5.134328358208955,0.25797933409873774,18.0,18.0,0.0
SingleStageRF,mnar_wet,42,17748,44.0,44.0,0.0,5.906779661016949,5.27906976744186,0.6277098935750889,18.299999999999983,17.19999999999999,1.0999999999999943
SingleStageRF,mnar_wet,42,17750,48.0,45.0,3.0,5.582677165354331,5.376923076923077,0.2057540884312532,18.0,18.549999999999997,0.5499999999999972
DirectTwoStageRF,mnar_wet,42,17155,45.0,45.0,0.0,5.758064516129032,5.73015873015873,0.0279057859703018,18.0,18.0,0.0
DirectTwoStageRF,mnar_wet,42,17704,44.0,44.0,0.0,5.392307692307693,5.404580152671755,0.01227246036406271,18.0,18.0,0.0
DirectTwoStageRF,mnar_wet,42,17748,44.0,44.0,0.0,5.906779661016949,5.7073170731707314,0.1994625878462175,18.299999999999983,17.799999999999983,0.5
DirectTwoStageRF,mnar_wet,42,17750,48.0,48.0,0.0,5.582677165354331,5.830645161290323,0.2479679959359924,18.0,18.849999999999994,0.8499999999999943
SAITS,mnar_wet,42,17155,45.0,45.0,0.0,5.758064516129032,5.634920634920635,0.1231438812083967,18.0,18.0,0.0
SAITS,mnar_wet,42,17704,44.0,44.0,0.0,5.392307692307693,5.320610687022901,0.07169700528479162,18.0,18.0,0.0
SAITS,mnar_wet,42,17748,44.0,44.0,0.0,5.906779661016949,4.955882352941177,0.9508973080757723,18.299999999999983,16.5,1.799999999999983
SAITS,mnar_wet,42,17750,48.0,45.0,3.0,5.582677165354331,5.2330827067669174,0.3495944585874131,18.0,16.39999999999999,1.6000000000000085
SingleStageRF,mnar_wet,123,17155,45.0,45.0,0.0,5.758064516129032,5.32824427480916,0.42982024131987195,18.0,18.0,0.0
SingleStageRF,mnar_wet,123,17704,44.0,34.0,10.0,5.392307692307693,5.149253731343284,0.24305396096440912,18.0,18.0,0.0
SingleStageRF,mnar_wet,123,17748,44.0,44.0,0.0,5.906779661016949,5.230769230769231,0.6760104302477181,18.299999999999983,17.099999999999994,1.1999999999999886
SingleStageRF,mnar_wet,123,17750,48.0,45.0,3.0,5.582677165354331,5.426356589147287,0.15632057620704387,18.0,18.599999999999994,0.5999999999999943
DirectTwoStageRF,mnar_wet,123,17155,45.0,45.0,0.0,5.758064516129032,5.722222222222222,0.03584229390680971,18.0,18.0,0.0
DirectTwoStageRF,mnar_wet,123,17704,44.0,44.0,0.0,5.392307692307693,5.404580152671755,0.01227246036406271,18.0,18.0,0.0
DirectTwoStageRF,mnar_wet,123,17748,44.0,44.0,0.0,5.906779661016949,5.699186991869919,0.20759266914703023,18.299999999999983,17.799999999999983,0.5
DirectTwoStageRF,mnar_wet,123,17750,48.0,48.0,0.0,5.582677165354331,5.768,0.18532283464566923,18.0,18.799999999999997,0.7999999999999972
SAITS,mnar_wet,123,17155,45.0,45.0,0.0,5.758064516129032,5.68,0.07806451612903231,18.0,18.0,0.0
SAITS,mnar_wet,123,17704,44.0,44.0,0.0,5.392307692307693,5.449612403100775,0.057304710793082414,18.0,18.0,0.0
SAITS,mnar_wet,123,17748,44.0,44.0,0.0,5.906779661016949,5.3984375,0.508342161016949,18.299999999999983,17.299999999999983,1.0
SAITS,mnar_wet,123,17750,48.0,48.0,0.0,5.582677165354331,5.860655737704918,0.2779785723505874,18.0,18.94999999999999,0.9499999999999886
SingleStageRF,mnar_wet,456,17155,45.0,45.0,0.0,5.758064516129032,5.426356589147287,0.33170792698174534,18.0,18.0,0.0
SingleStageRF,mnar_wet,456,17704,44.0,34.0,10.0,5.392307692307693,5.141791044776119,0.25051664753157343,18.0,18.349999999999994,0.3499999999999943
SingleStageRF,mnar_wet,456,17748,44.0,44.0,0.0,5.906779661016949,5.27906976744186,0.6277098935750889,18.299999999999983,17.19999999999999,1.0999999999999943
SingleStageRF,mnar_wet,456,17750,48.0,45.0,3.0,5.582677165354331,5.392307692307693,0.19036947304663787,18.0,18.549999999999997,0.5499999999999972
DirectTwoStageRF,mnar_wet,456,17155,45.0,45.0,0.0,5.758064516129032,5.738095238095238,0.01996927803379389,18.0,18.0,0.0
DirectTwoStageRF,mnar_wet,456,17704,44.0,44.0,0.0,5.392307692307693,5.412213740458015,0.019906048150322597,18.0,18.0,0.0
DirectTwoStageRF,mnar_wet,456,17748,44.0,44.0,0.0,5.906779661016949,5.699186991869919,0.20759266914703023,18.299999999999983,17.799999999999983,0.5
DirectTwoStageRF,mnar_wet,456,17750,48.0,48.0,0.0,5.582677165354331,5.784,0.20132283464566925,18.0,18.799999999999997,0.7999999999999972
SAITS,mnar_wet,456,17155,45.0,45.0,0.0,5.758064516129032,5.901639344262295,0.1435748281332634,18.0,18.0,0.0
SAITS,mnar_wet,456,17704,44.0,44.0,0.0,5.392307692307693,5.534883720930233,0.14257602862253993,18.0,18.0,0.0
SAITS,mnar_wet,456,17748,44.0,44.0,0.0,5.906779661016949,5.488188976377953,0.4185906846389962,18.299999999999983,19.399999999999977,1.0999999999999943
SAITS,mnar_wet,456,17750,48.0,48.0,0.0,5.582677165354331,5.975409836065574,0.3927326707112435,18.0,18.94999999999999,0.9499999999999886
Mean,mnar_intensity_moderate,deterministic,17155,45.0,26.0,19.0,5.758064516129032,4.237179487179487,1.5208850289495448,18.0,14.0,4.0
Mean,mnar_intensity_moderate,deterministic,17704,44.0,22.0,22.0,5.392307692307693,3.8392857142857144,1.5530219780219783,18.0,10.0,8.0
Mean,mnar_intensity_moderate,deterministic,17748,44.0,36.0,8.0,5.906779661016949,4.442176870748299,1.4646027902686498,18.299999999999983,13.699999999999989,4.599999999999994
Mean,mnar_intensity_moderate,deterministic,17750,48.0,30.0,18.0,5.582677165354331,4.26797385620915,1.3147033091451803,18.0,12.400000000000006,5.599999999999994
Linear,mnar_intensity_moderate,deterministic,17155,45.0,44.0,1.0,5.758064516129032,6.086206896551724,0.32814238042269217,18.0,21.25,3.25
Linear,mnar_intensity_moderate,deterministic,17704,44.0,44.0,0.0,5.392307692307693,5.476190476190476,0.08388278388278358,18.0,17.75,0.25
Linear,mnar_intensity_moderate,deterministic,17748,44.0,44.0,0.0,5.906779661016949,5.991304347826087,0.0845246868091376,18.299999999999983,18.599999999999994,0.30000000000001137
Linear,mnar_intensity_moderate,deterministic,17750,48.0,48.0,0.0,5.582677165354331,6.060869565217391,0.47819239986306084,18.0,20.0,2.0
KNN,mnar_intensity_moderate,deterministic,17155,45.0,31.0,14.0,5.758064516129032,5.340909090909091,0.4171554252199412,18.0,18.0,0.0
KNN,mnar_intensity_moderate,deterministic,17704,44.0,44.0,0.0,5.392307692307693,4.872340425531915,0.5199672667757778,18.0,17.0,1.0
KNN,mnar_intensity_moderate,deterministic,17748,44.0,44.0,0.0,5.906779661016949,5.34375,0.563029661016949,18.299999999999983,16.64999999999999,1.6499999999999915
KNN,mnar_intensity_moderate,deterministic,17750,48.0,48.0,0.0,5.582677165354331,5.53125,0.05142716535433056,18.0,17.64999999999999,0.3500000000000085
MICE,mnar_intensity_moderate,deterministic,17155,45.0,26.0,19.0,5.758064516129032,4.767605633802817,0.990458882326215,18.0,17.899999999999977,0.10000000000002274
MICE,mnar_intensity_moderate,deterministic,17704,44.0,44.0,0.0,5.392307692307693,4.741258741258742,0.651048951048951,18.0,15.900000000000006,2.0999999999999943
MICE,mnar_intensity_moderate,deterministic,17748,44.0,44.0,0.0,5.906779661016949,4.695035460992908,1.2117442000240413,18.299999999999983,15.0,3.299999999999983
MICE,mnar_intensity_moderate,deterministic,17750,48.0,45.0,3.0,5.582677165354331,5.111940298507463,0.47073686684686766,18.0,17.0,1.0
SingleStageRF,mnar_intensity_moderate,42,17155,45.0,31.0,14.0,5.758064516129032,5.312977099236641,0.44508741689239084,18.0,18.0,0.0
SingleStageRF,mnar_intensity_moderate,42,17704,44.0,44.0,0.0,5.392307692307693,4.906474820143885,0.4858328721638081,18.0,17.099999999999994,0.9000000000000057
SingleStageRF,mnar_intensity_moderate,42,17748,44.0,44.0,0.0,5.906779661016949,5.271317829457364,0.635461831559585,18.299999999999983,16.799999999999983,1.5
SingleStageRF,mnar_intensity_moderate,42,17750,48.0,48.0,0.0,5.582677165354331,5.157894736842105,0.42478242851222525,18.0,17.39999999999999,0.6000000000000085
DirectTwoStageRF,mnar_intensity_moderate,42,17155,45.0,45.0,0.0,5.758064516129032,5.768,0.009935483870967765,18.0,18.0,0.0
DirectTwoStageRF,mnar_intensity_moderate,42,17704,44.0,44.0,0.0,5.392307692307693,5.207407407407407,0.18490028490028543,18.0,17.299999999999997,0.7000000000000028
DirectTwoStageRF,mnar_intensity_moderate,42,17748,44.0,44.0,0.0,5.906779661016949,5.721311475409836,0.18546818560711298,18.299999999999983,17.899999999999977,0.4000000000000057
DirectTwoStageRF,mnar_intensity_moderate,42,17750,48.0,48.0,0.0,5.582677165354331,5.752,0.16932283464566922,18.0,19.599999999999994,1.5999999999999943
SAITS,mnar_intensity_moderate,42,17155,45.0,45.0,0.0,5.758064516129032,5.590551181102362,0.16751333502666998,18.0,18.0,0.0
SAITS,mnar_intensity_moderate,42,17704,44.0,44.0,0.0,5.392307692307693,5.186567164179104,0.20574052812858845,18.0,17.349999999999994,0.6500000000000057
SAITS,mnar_intensity_moderate,42,17748,44.0,44.0,0.0,5.906779661016949,5.052631578947368,0.8541480820695808,18.299999999999983,15.399999999999991,2.8999999999999915
SAITS,mnar_intensity_moderate,42,17750,48.0,48.0,0.0,5.582677165354331,5.507936507936508,0.07474065741782265,18.0,18.0,0.0
SingleStageRF,mnar_intensity_moderate,123,17155,45.0,31.0,14.0,5.758064516129032,5.287878787878788,0.47018572825024396,18.0,18.0,0.0
SingleStageRF,mnar_intensity_moderate,123,17704,44.0,44.0,0.0,5.392307692307693,4.822695035460993,0.5696126568466999,18.0,17.0,1.0
SingleStageRF,mnar_intensity_moderate,123,17748,44.0,44.0,0.0,5.906779661016949,5.223076923076923,0.6837027379400258,18.299999999999983,16.64999999999999,1.6499999999999915
SingleStageRF,mnar_intensity_moderate,123,17750,48.0,48.0,0.0,5.582677165354331,5.204545454545454,0.3781317108088764,18.0,17.44999999999999,0.5500000000000114
DirectTwoStageRF,mnar_intensity_moderate,123,17155,45.0,45.0,0.0,5.758064516129032,5.782258064516129,0.024193548387096975,18.0,18.0,0.0
DirectTwoStageRF,mnar_intensity_moderate,123,17704,44.0,44.0,0.0,5.392307692307693,5.185185185185185,0.20712250712250757,18.0,17.299999999999997,0.7000000000000028
DirectTwoStageRF,mnar_intensity_moderate,123,17748,44.0,44.0,0.0,5.906779661016949,5.713114754098361,0.1936649069185883,18.299999999999983,17.899999999999977,0.4000000000000057
DirectTwoStageRF,mnar_intensity_moderate,123,17750,48.0,48.0,0.0,5.582677165354331,5.736,0.1533228346456692,18.0,19.599999999999994,1.5999999999999943
SAITS,mnar_intensity_moderate,123,17155,45.0,45.0,0.0,5.758064516129032,5.68,0.07806451612903231,18.0,18.0,0.0
SAITS,mnar_intensity_moderate,123,17704,44.0,44.0,0.0,5.392307692307693,5.32824427480916,0.06406341749853262,18.0,17.5,0.5
SAITS,mnar_intensity_moderate,123,17748,44.0,44.0,0.0,5.906779661016949,5.420634920634921,0.48614474038202804,18.299999999999983,17.5,0.799999999999983
SAITS,mnar_intensity_moderate,123,17750,48.0,48.0,0.0,5.582677165354331,5.909090909090909,0.3264137437365786,18.0,20.0,2.0
SingleStageRF,mnar_intensity_moderate,456,17155,45.0,31.0,14.0,5.758064516129032,5.320610687022901,0.43745382910613095,18.0,18.0,0.0
SingleStageRF,mnar_intensity_moderate,456,17704,44.0,44.0,0.0,5.392307692307693,4.864285714285714,0.5280219780219788,18.0,17.049999999999983,0.950000000000017
SingleStageRF,mnar_intensity_moderate,456,17748,44.0,44.0,0.0,5.906779661016949,5.175572519083969,0.7312071419329795,18.299999999999983,16.5,1.799999999999983
SingleStageRF,mnar_intensity_moderate,456,17750,48.0,43.0,5.0,5.582677165354331,5.251908396946565,0.3307687684077658,18.0,17.5,0.5
DirectTwoStageRF,mnar_intensity_moderate,456,17155,45.0,45.0,0.0,5.758064516129032,5.806451612903226,0.04838709677419395,18.0,18.0,0.0
DirectTwoStageRF,mnar_intensity_moderate,456,17704,44.0,44.0,0.0,5.392307692307693,5.2388059701492535,0.15350172215843916,18.0,17.349999999999994,0.6500000000000057
DirectTwoStageRF,mnar_intensity_moderate,456,17748,44.0,44.0,0.0,5.906779661016949,5.721311475409836,0.18546818560711298,18.299999999999983,17.899999999999977,0.4000000000000057
DirectTwoStageRF,mnar_intensity_moderate,456,17750,48.0,48.0,0.0,5.582677165354331,5.698412698412699,0.11573553305836803,18.0,19.5,1.5
SAITS,mnar_intensity_moderate,456,17155,45.0,45.0,0.0,5.758064516129032,5.677165354330708,0.08089916179832368,18.0,18.0,0.0
SAITS,mnar_intensity_moderate,456,17704,44.0,44.0,0.0,5.392307692307693,5.235294117647059,0.15701357466063381,18.0,17.25,0.75
SAITS,mnar_intensity_moderate,456,17748,44.0,44.0,0.0,5.906779661016949,5.617886178861789,0.2888934821551601,18.299999999999983,17.799999999999983,0.5
SAITS,mnar_intensity_moderate,456,17750,48.0,49.0,1.0,5.582677165354331,6.008196721311475,0.42551955595714475,18.0,19.899999999999977,1.8999999999999773
Mean,mnar_intensity_severe,deterministic,17155,45.0,31.0,14.0,5.758064516129032,4.971223021582734,0.786841494546298,18.0,16.19999999999999,1.8000000000000114
Mean,mnar_intensity_severe,deterministic,17704,44.0,37.0,7.0,5.392307692307693,4.410596026490066,0.9817116658176266,18.0,14.5,3.5
Mean,mnar_intensity_severe,deterministic,17748,44.0,44.0,0.0,5.906779661016949,5.1923076923076925,0.7144719687092564,18.299999999999983,14.549999999999997,3.749999999999986
Mean,mnar_intensity_severe,deterministic,17750,48.0,45.0,3.0,5.582677165354331,4.715277777777778,0.8673993875765529,18.0,15.699999999999989,2.3000000000000114
Linear,mnar_intensity_severe,deterministic,17155,45.0,45.0,0.0,5.758064516129032,6.609090909090909,0.8510263929618773,18.0,23.19999999999999,5.199999999999989
Linear,mnar_intensity_severe,deterministic,17704,44.0,44.0,0.0,5.392307692307693,5.604838709677419,0.21253101736972635,18.0,18.849999999999994,0.8499999999999943
Linear,mnar_intensity_severe,deterministic,17748,44.0,44.0,0.0,5.906779661016949,6.150442477876106,0.2436628168591568,18.299999999999983,18.799999999999983,0.5
