method,scenario,seed,station_id,cdd_obs,cdd_pred,cdd_abs_error,mean_dry_obs,mean_dry_pred,mean_dry_abs_error,p95_dry_obs,p95_dry_pred,p95_dry_abs_error,n_dry_spells_obs,n_dry_spells_pred
SAITS,block30d,42,17704,44.0,44.0,0.0,5.162983425414365,4.969359331476323,0.19362409393804203,17.0,16.0,1.0,362,359
SAITS,block30d,42,17748,44.0,44.0,0.0,5.156424581005586,4.591280653950954,0.5651439270546321,17.149999999999977,15.0,2.1499999999999773,358,367
SAITS,block30d,42,17750,48.0,48.0,0.0,5.701807228915663,5.476047904191617,0.22575932472404592,19.44999999999999,18.0,1.4499999999999886,332,334
SAITS,block30d,7,17155,45.0,45.0,0.0,5.338888888888889,4.956140350877193,0.38274853801169595,17.0,14.949999999999989,2.0500000000000114,360,342
SAITS,block30d,7,17704,44.0,44.0,0.0,5.162983425414365,4.900568181818182,0.26241524359618307,17.0,16.0,1.0,362,352
SAITS,block30d,7,17748,44.0,44.0,0.0,5.156424581005586,4.605714285714286,0.5507102952913003,17.149999999999977,14.550000000000011,2.599999999999966,358,350
SAITS,block30d,7,17750,48.0,45.0,3.0,5.701807228915663,5.173020527859237,0.5287867010564256,19.44999999999999,15.0,4.449999999999989,332,341
SAITS,block7d,123,17155,45.0,45.0,0.0,5.338888888888889,4.8578947368421055,0.4809941520467831,17.0,14.050000000000011,2.9499999999999886,360,380
SAITS,block7d,123,17704,44.0,45.0,1.0,5.162983425414365,5.254237288135593,0.0912538627212287,17.0,19.0,2.0,362,354
SAITS,block7d,123,17748,44.0,45.0,1.0,5.156424581005586,4.735135135135135,0.4212894458704515,17.149999999999977,16.0,1.1499999999999773,358,370
SAITS,block7d,123,17750,48.0,48.0,0.0,5.701807228915663,5.885093167701863,0.18328593878620048,19.44999999999999,20.0,0.5500000000000114,332,322
SAITS,block7d,42,17155,45.0,44.0,1.0,5.338888888888889,4.733681462140992,0.6052074267478966,17.0,14.0,3.0,360,383
SAITS,block7d,42,17704,44.0,45.0,1.0,5.162983425414365,5.008310249307479,0.15467317610688536,17.0,17.0,0.0,362,361
SAITS,block7d,42,17748,44.0,44.0,0.0,5.156424581005586,4.5828877005347595,0.5735368804708267,17.149999999999977,15.0,2.1499999999999773,358,374
SAITS,block7d,42,17750,48.0,48.0,0.0,5.701807228915663,5.541916167664671,0.15989106125099184,19.44999999999999,19.0,0.44999999999998863,332,334
SAITS,block7d,7,17155,45.0,30.0,15.0,5.338888888888889,4.432911392405063,0.9059774964838256,17.0,13.0,4.0,360,395
SAITS,block7d,7,17704,44.0,45.0,1.0,5.162983425414365,4.773584905660377,0.3893985197539873,17.0,14.5,2.5,362,371
SAITS,block7d,7,17748,44.0,38.0,6.0,5.156424581005586,4.146095717884131,1.0103288631214555,17.149999999999977,14.0,3.1499999999999773,358,397
SAITS,block7d,7,17750,48.0,48.0,0.0,5.701807228915663,5.338235294117647,0.3635719347980162,19.44999999999999,17.05000000000001,2.3999999999999773,332,340
