bin_lo,bin_hi,count,mean_pred,obs_freq,seed,variant,split
0.8,0.9,47,0.8515120661022355,0.9787234042553191,42,raw,TEST:mnar_intensity_moderate
0.9,1.0,106,0.9512796297010387,1.0,42,raw,TEST:mnar_intensity_moderate
0.0,0.1,108,0.06384629999197008,0.08333333333333333,42,platt,TEST:mnar_intensity_moderate
0.1,0.2,55,0.13887795121910362,0.07272727272727272,42,platt,TEST:mnar_intensity_moderate
0.2,0.30000000000000004,20,0.25385063274064645,0.55,42,platt,TEST:mnar_intensity_moderate
0.30000000000000004,0.4,10,0.3438568323408018,0.7,42,platt,TEST:mnar_intensity_moderate
0.4,0.5,16,0.44588419055113926,0.5625,42,platt,TEST:mnar_intensity_moderate
0.5,0.6000000000000001,7,0.5382246602895774,0.42857142857142855,42,platt,TEST:mnar_intensity_moderate
0.6000000000000001,0.7000000000000001,17,0.6594060538428412,0.7647058823529411,42,platt,TEST:mnar_intensity_moderate
0.7000000000000001,0.8,26,0.7586279766028596,0.8076923076923077,42,platt,TEST:mnar_intensity_moderate
0.8,0.9,73,0.8633853971772789,0.9863013698630136,42,platt,TEST:mnar_intensity_moderate
0.9,1.0,85,0.9183128692954367,1.0,42,platt,TEST:mnar_intensity_moderate
0.0,0.1,84,0.03642696761492274,0.05952380952380952,42,isotonic,TEST:mnar_intensity_moderate
0.1,0.2,78,0.12847379942721837,0.10256410256410256,42,isotonic,TEST:mnar_intensity_moderate
0.2,0.30000000000000004,11,0.2934102934102934,0.45454545454545453,42,isotonic,TEST:mnar_intensity_moderate
0.30000000000000004,0.4,19,0.3449019816748348,0.631578947368421,42,isotonic,TEST:mnar_intensity_moderate
0.4,0.5,22,0.4639287470647169,0.5,42,isotonic,TEST:mnar_intensity_moderate
0.5,0.6000000000000001,0,,,42,isotonic,TEST:mnar_intensity_moderate
0.6000000000000001,0.7000000000000001,33,0.6697058388765705,0.7878787878787878,42,isotonic,TEST:mnar_intensity_moderate
0.7000000000000001,0.8,44,0.7433308494783906,0.9318181818181818,42,isotonic,TEST:mnar_intensity_moderate
0.8,0.9,22,0.864987446496404,1.0,42,isotonic,TEST:mnar_intensity_moderate
0.9,1.0,104,0.967175995431291,1.0,42,isotonic,TEST:mnar_intensity_moderate
0.0,0.1,40,0.05026107809073123,0.1,42,raw,TEST:mnar_intensity_severe
0.1,0.2,24,0.14912762144690084,0.25,42,raw,TEST:mnar_intensity_severe
0.2,0.30000000000000004,21,0.25621879750458787,0.2857142857142857,42,raw,TEST:mnar_intensity_severe
0.30000000000000004,0.4,23,0.3412206718038679,0.6956521739130435,42,raw,TEST:mnar_intensity_severe
0.4,0.5,28,0.4613651180977801,0.9285714285714286,42,raw,TEST:mnar_intensity_severe
0.5,0.6000000000000001,25,0.5597523117880597,0.84,42,raw,TEST:mnar_intensity_severe
0.6000000000000001,0.7000000000000001,40,0.6484387652114119,1.0,42,raw,TEST:mnar_intensity_severe
0.7000000000000001,0.8,31,0.7471187740851837,0.967741935483871,42,raw,TEST:mnar_intensity_severe
0.8,0.9,77,0.8531054937557708,0.987012987012987,42,raw,TEST:mnar_intensity_severe
0.9,1.0,108,0.9472082278495058,1.0,42,raw,TEST:mnar_intensity_severe
0.0,0.1,57,0.0612118510944784,0.12280701754385964,42,platt,TEST:mnar_intensity_severe
0.1,0.2,31,0.1478140583316356,0.3548387096774194,42,platt,TEST:mnar_intensity_severe
0.2,0.30000000000000004,20,0.2367525060360852,0.7,42,platt,TEST:mnar_intensity_severe
0.30000000000000004,0.4,20,0.36152503180059326,0.95,42,platt,TEST:mnar_intensity_severe
0.4,0.5,17,0.4492667790131436,0.8235294117647058,42,platt,TEST:mnar_intensity_severe
0.5,0.6000000000000001,20,0.5527374739827072,0.9,42,platt,TEST:mnar_intensity_severe
0.6000000000000001,0.7000000000000001,33,0.6439727580012923,1.0,42,platt,TEST:mnar_intensity_severe
0.7000000000000001,0.8,30,0.7519556014182321,1.0,42,platt,TEST:mnar_intensity_severe
0.8,0.9,104,0.8626981411729725,0.9807692307692307,42,platt,TEST:mnar_intensity_severe
0.9,1.0,85,0.9169153574047177,1.0,42,platt,TEST:mnar_intensity_severe
0.0,0.1,49,0.03793165758068274,0.10204081632653061,42,isotonic,TEST:mnar_intensity_severe
0.1,0.2,38,0.1414185467243392,0.3157894736842105,42,isotonic,TEST:mnar_intensity_severe
0.2,0.30000000000000004,16,0.29243282556274164,0.6875,42,isotonic,TEST:mnar_intensity_severe
0.30000000000000004,0.4,17,0.35624553465110737,0.9411764705882353,42,isotonic,TEST:mnar_intensity_severe
0.4,0.5,37,0.4649663987927785,0.8648648648648649,42,isotonic,TEST:mnar_intensity_severe
0.5,0.6000000000000001,0,,,42,isotonic,TEST:mnar_intensity_severe
0.6000000000000001,0.7000000000000001,60,0.665691056910569,0.9833333333333333,42,isotonic,TEST:mnar_intensity_severe
0.7000000000000001,0.8,59,0.7469824951375383,0.9830508474576272,42,isotonic,TEST:mnar_intensity_severe
0.8,0.9,37,0.8653164641981501,0.972972972972973,42,isotonic,TEST:mnar_intensity_severe
0.9,1.0,104,0.9674901931760691,1.0,42,isotonic,TEST:mnar_intensity_severe
0.0,0.1,636,0.05799192929751878,0.0220125786163522,123,raw,VAL-SELECT
0.1,0.2,391,0.13956712861840415,0.09207161125319693,123,raw,VAL-SELECT
0.2,0.30000000000000004,196,0.24500366366107149,0.20408163265306123,123,raw,VAL-SELECT
0.30000000000000004,0.4,136,0.3424027801642864,0.25,123,raw,VAL-SELECT
0.4,0.5,88,0.44406391542985185,0.3522727272727273,123,raw,VAL-SELECT
0.5,0.6000000000000001,79,0.5486481249255387,0.4810126582278481,123,raw,VAL-SELECT
0.6000000000000001,0.7000000000000001,87,0.64901012236259,0.6666666666666666,123,raw,VAL-SELECT
0.7000000000000001,0.8,107,0.7496886298710882,0.7663551401869159,123,raw,VAL-SELECT
0.8,0.9,152,0.8564919528438651,0.868421052631579,123,raw,VAL-SELECT
0.9,1.0,207,0.9459518865745786,0.9130434782608695,123,raw,VAL-SELECT
0.0,0.1,969,0.06318179522112276,0.043343653250773995,123,platt,VAL-SELECT
0.1,0.2,273,0.14093124817505126,0.19047619047619047,123,platt,VAL-SELECT
0.2,0.30000000000000004,120,0.23966335834902602,0.25833333333333336,123,platt,VAL-SELECT
0.30000000000000004,0.4,67,0.34002784488468524,0.34328358208955223,123,platt,VAL-SELECT
0.4,0.5,58,0.4508054164411349,0.43103448275862066,123,platt,VAL-SELECT
0.5,0.6000000000000001,53,0.5514128589206608,0.5471698113207547,123,platt,VAL-SELECT
0.6000000000000001,0.7000000000000001,67,0.6501853749280874,0.6716417910447762,123,platt,VAL-SELECT
0.7000000000000001,0.8,100,0.7562143079137901,0.75,123,platt,VAL-SELECT
